,cross_val_acc,training_acc,test_acc,train_size,solver,learning_rate_init,max_iter,momentum,hidden_layer_sizes
66,0.803775547,0.766688574,0.818787242,10651,sgd,0.01,100,0.5,"(13, 13, 13)"
67,0.793695754,0.802954432,0.793024886,7988,sgd,0.01,100,0.5,"(13, 13, 13)"
68,0.715290345,0.785539906,0.784612688,5325,sgd,0.01,100,0.5,"(13, 13, 13)"
69,0.732532551,0.756949662,0.730108658,2662,sgd,0.01,100,0.5,"(13, 13, 13)"
70,0.75175768,0.812978819,0.646512443,13314,sgd,0.01,100,0.9,"(13, 13, 13)"
71,0.772396803,0.816824711,0.768489309,10651,sgd,0.01,100,0.9,"(13, 13, 13)"
72,0.759519732,0.816975463,0.646512443,7988,sgd,0.01,100,0.9,"(13, 13, 13)"
73,0.757768524,0.724319249,0.670347003,5325,sgd,0.01,100,0.9,"(13, 13, 13)"
74,0.690069686,0.637114951,0.762180161,2662,sgd,0.01,100,0.9,"(13, 13, 13)"
75,0.758083359,0.8170347,0.812478093,13314,sgd,0.01,150,0.2,"(13, 13, 13)"
76,0.782368284,0.798516571,0.756396775,10651,sgd,0.01,150,0.2,"(13, 13, 13)"
77,0.786303368,0.807336004,0.796529968,7988,sgd,0.01,150,0.2,"(13, 13, 13)"
78,0.765619707,0.729765258,0.785138451,5325,sgd,0.01,150,0.2,"(13, 13, 13)"
79,0.708887839,0.617956424,0.743953733,2662,sgd,0.01,150,0.2,"(13, 13, 13)"
80,0.813054472,0.81155175,0.816333684,13314,sgd,0.01,150,0.5,"(13, 13, 13)"
81,0.793260173,0.780396207,0.816859446,10651,sgd,0.01,150,0.5,"(13, 13, 13)"
82,0.76966603,0.796194291,0.818611987,7988,sgd,0.01,150,0.5,"(13, 13, 13)"
83,0.755682347,0.804507042,0.791798107,5325,sgd,0.01,150,0.5,"(13, 13, 13)"
84,0.724628645,0.778362134,0.757974062,2662,sgd,0.01,150,0.5,"(13, 13, 13)"
85,0.726516037,0.658254469,0.786890992,13314,sgd,0.01,150,0.9,"(13, 13, 13)"
86,0.743791058,0.779926767,0.798983526,10651,sgd,0.01,150,0.9,"(13, 13, 13)"
87,0.742494064,0.755132699,0.815807921,7988,sgd,0.01,150,0.9,"(13, 13, 13)"
88,0.711163445,0.647323944,0.647739222,5325,sgd,0.01,150,0.9,"(13, 13, 13)"
89,0.694974538,0.637490609,0.647914476,2662,sgd,0.01,150,0.9,"(13, 13, 13)"
90,0.668625351,0.649166291,0.64721346,13314,sgd,0.1,50,0.2,"(13, 13, 13)"
91,0.652990366,0.650830908,0.64721346,10651,sgd,0.1,50,0.2,"(13, 13, 13)"
92,0.660738988,0.652103155,0.647038205,7988,sgd,0.1,50,0.2,"(13, 13, 13)"
93,0.663084603,0.647323944,0.646512443,5325,sgd,0.1,50,0.2,"(13, 13, 13)"
94,0.640499231,0.636739294,0.646512443,2662,sgd,0.1,50,0.2,"(13, 13, 13)"
95,0.649842227,0.649166291,0.646512443,13314,sgd,0.1,50,0.5,"(13, 13, 13)"
96,0.65092477,0.650830908,0.651419558,10651,sgd,0.1,50,0.5,"(13, 13, 13)"
97,0.655106948,0.65235353,0.646512443,7988,sgd,0.1,50,0.5,"(13, 13, 13)"
98,0.648824986,0.647323944,0.646512443,5325,sgd,0.1,50,0.5,"(13, 13, 13)"
99,0.660797867,0.637866266,0.65702769,2662,sgd,0.1,50,0.5,"(13, 13, 13)"
100,0.649391692,0.649166291,0.647038205,13314,sgd,0.1,50,0.9,"(13, 13, 13)"
101,0.650924814,0.650830908,0.646512443,10651,sgd,0.1,50,0.9,"(13, 13, 13)"
102,0.652228349,0.652103155,0.646512443,7988,sgd,0.1,50,0.9,"(13, 13, 13)"
103,0.647324048,0.647323944,0.646512443,5325,sgd,0.1,50,0.9,"(13, 13, 13)"
104,0.638243592,0.637866266,0.646512443,2662,sgd,0.1,50,0.9,"(13, 13, 13)"
105,0.684911731,0.736968604,0.766561514,13314,sgd,0.1,100,0.2,"(13, 13, 13)"
106,0.652426545,0.650830908,0.715212057,10651,sgd,0.1,100,0.2,"(13, 13, 13)"
107,0.653354757,0.65235353,0.646512443,7988,sgd,0.1,100,0.2,"(13, 13, 13)"
108,0.647511841,0.647323944,0.647038205,5325,sgd,0.1,100,0.2,"(13, 13, 13)"
109,0.646121401,0.636739294,0.646512443,2662,sgd,0.1,100,0.2,"(13, 13, 13)"
110,0.673415547,0.649166291,0.646512443,13314,sgd,0.1,100,0.5,"(13, 13, 13)"
111,0.651018623,0.650830908,0.646512443,10651,sgd,0.1,100,0.5,"(13, 13, 13)"
112,0.652353819,0.65235353,0.648440238,7988,sgd,0.1,100,0.5,"(13, 13, 13)"
113,0.647887428,0.647323944,0.646512443,5325,sgd,0.1,100,0.5,"(13, 13, 13)"
114,0.648016618,0.636739294,0.647739222,2662,sgd,0.1,100,0.5,"(13, 13, 13)"
115,0.649166297,0.649166291,0.647914476,13314,sgd,0.1,100,0.9,"(13, 13, 13)"
116,0.651018579,0.650830908,0.646512443,10651,sgd,0.1,100,0.9,"(13, 13, 13)"
117,0.652228349,0.652103155,0.646512443,7988,sgd,0.1,100,0.9,"(13, 13, 13)"
118,0.647512018,0.647323944,0.646512443,5325,sgd,0.1,100,0.9,"(13, 13, 13)"
119,0.641251111,0.636739294,0.646512443,2662,sgd,0.1,100,0.9,"(13, 13, 13)"
120,0.650293157,0.649166291,0.648966001,13314,sgd,0.1,150,0.2,"(13, 13, 13)"
121,0.650830918,0.653178105,0.646512443,10651,sgd,0.1,150,0.2,"(13, 13, 13)"
122,0.679170862,0.775913871,0.64808973,7988,sgd,0.1,150,0.2,"(13, 13, 13)"
123,0.648263368,0.647323944,0.648615492,5325,sgd,0.1,150,0.2,"(13, 13, 13)"
124,0.657775536,0.636739294,0.738345601,2662,sgd,0.1,150,0.2,"(13, 13, 13)"
125,0.651494499,0.649166291,0.646512443,13314,sgd,0.1,150,0.5,"(13, 13, 13)"
126,0.675808105,0.650830908,0.646512443,10651,sgd,0.1,150,0.5,"(13, 13, 13)"
127,0.652228349,0.72909364,0.646512443,7988,sgd,0.1,150,0.5,"(13, 13, 13)"
128,0.670443996,0.647323944,0.694181563,5325,sgd,0.1,150,0.5,"(13, 13, 13)"
129,0.636739833,0.636739294,0.648615492,2662,sgd,0.1,150,0.5,"(13, 13, 13)"
130,0.649466823,0.649166291,0.646337189,13314,sgd,0.1,150,0.9,"(13, 13, 13)"
131,0.650830918,0.652051451,0.646512443,10651,sgd,0.1,150,0.9,"(13, 13, 13)"
132,0.652478662,0.652979469,0.647038205,7988,sgd,0.1,150,0.9,"(13, 13, 13)"
133,0.647512018,0.647699531,0.646687697,5325,sgd,0.1,150,0.9,"(13, 13, 13)"
134,0.637866947,0.637114951,0.646512443,2662,sgd,0.1,150,0.9,"(13, 13, 13)"
135,0.755893745,0.748610485,0.761303891,13314,sgd,0.001,200,0.2,"(13, 13, 13)"
136,0.752233563,0.759177542,0.741500175,10651,sgd,0.001,200,0.2,"(13, 13, 13)"
137,0.740114366,0.756384577,0.750963898,7988,sgd,0.001,200,0.2,"(13, 13, 13)"
138,0.708733777,0.674553991,0.657903961,5325,sgd,0.001,200,0.2,"(13, 13, 13)"
139,0.694606356,0.691209617,0.699088679,2662,sgd,0.001,200,0.2,"(13, 13, 13)"
140,0.767536446,0.789695058,0.787066246,13314,sgd,0.001,200,0.5,"(13, 13, 13)"
141,0.769785374,0.79185053,0.794251665,10651,sgd,0.001,200,0.5,"(13, 13, 13)"
142,0.737860295,0.737731597,0.76042762,7988,sgd,0.001,200,0.5,"(13, 13, 13)"
143,0.735789451,0.768262911,0.747108307,5325,sgd,0.001,200,0.5,"(13, 13, 13)"
144,0.731785608,0.703606311,0.748335086,2662,sgd,0.001,200,0.5,"(13, 13, 13)"
145,0.793375751,0.814631215,0.82211707,13314,sgd,0.001,200,0.9,"(13, 13, 13)"
146,0.80809083,0.785090602,0.819663512,10651,sgd,0.001,200,0.9,"(13, 13, 13)"
147,0.790189805,0.808087131,0.830354013,7988,sgd,0.001,200,0.9,"(13, 13, 13)"
148,0.770511506,0.77258216,0.806694707,5325,sgd,0.001,200,0.9,"(13, 13, 13)"
149,0.744183865,0.751314801,0.738520855,2662,sgd,0.001,200,0.9,"(13, 13, 13)"
150,0.76325773,0.752816584,0.729232387,13314,sgd,0.001,300,0.2,"(13, 13, 13)"
151,0.743588586,0.767627453,0.699964949,10651,sgd,0.001,300,0.2,"(13, 13, 13)"
152,0.737229808,0.741862794,0.738345601,7988,sgd,0.001,300,0.2,"(13, 13, 13)"
153,0.726385315,0.760187793,0.722397476,5325,sgd,0.001,300,0.2,"(13, 13, 13)"
154,0.701354935,0.714124718,0.717139853,2662,sgd,0.001,300,0.2,"(13, 13, 13)"
155,0.778878873,0.792624305,0.79022082,13314,sgd,0.001,300,0.5,"(13, 13, 13)"
156,0.757398323,0.778987888,0.783035401,10651,sgd,0.001,300,0.5,"(13, 13, 13)"
157,0.743607141,0.757511267,0.784086926,7988,sgd,0.001,300,0.5,"(13, 13, 13)"
158,0.706098331,0.764131455,0.700315457,5325,sgd,0.001,300,0.5,"(13, 13, 13)"
159,0.709246851,0.560105184,0.733788994,2662,sgd,0.001,300,0.5,"(13, 13, 13)"
160,0.801260381,0.813729908,0.828776726,13314,sgd,0.001,300,0.9,"(13, 13, 13)"
161,0.806964377,0.805088724,0.782509639,10651,sgd,0.001,300,0.9,"(13, 13, 13)"
162,0.785798351,0.804581873,0.826147914,7988,sgd,0.001,300,0.9,"(13, 13, 13)"
163,0.764686217,0.806760563,0.766912022,5325,sgd,0.001,300,0.9,"(13, 13, 13)"
164,0.742685043,0.758452292,0.789695058,2662,sgd,0.001,300,0.9,"(13, 13, 13)"
165,0.788489807,0.81846177,0.819838766,13314,sgd,0.01,200,0.2,"(13, 13, 13)"
166,0.78471297,0.785278378,0.803189625,10651,sgd,0.01,200,0.2,"(13, 13, 13)"
167,0.795819806,0.769529294,0.783736418,7988,sgd,0.01,200,0.2,"(13, 13, 13)"
168,0.741776977,0.786666667,0.743077462,5325,sgd,0.01,200,0.2,"(13, 13, 13)"
169,0.723890872,0.738918107,0.769540834,2662,sgd,0.01,200,0.2,"(13, 13, 13)"
170,0.796154657,0.813354364,0.78934455,13314,sgd,0.01,200,0.5,"(13, 13, 13)"
171,0.786875944,0.791474979,0.737118822,10651,sgd,0.01,200,0.5,"(13, 13, 13)"
172,0.800451379,0.804707061,0.815282159,7988,sgd,0.01,200,0.5,"(13, 13, 13)"
173,0.76337341,0.741408451,0.812302839,5325,sgd,0.01,200,0.5,"(13, 13, 13)"
174,0.718646052,0.711870774,0.752716439,2662,sgd,0.01,200,0.5,"(13, 13, 13)"
175,0.749138402,0.805618146,0.79320014,13314,sgd,0.01,200,0.9,"(13, 13, 13)"
176,0.706590409,0.822457985,0.766035752,10651,sgd,0.01,200,0.9,"(13, 13, 13)"
177,0.787813401,0.65235353,0.647739222,7988,sgd,0.01,200,0.9,"(13, 13, 13)"
178,0.714887578,0.648638498,0.780757098,5325,sgd,0.01,200,0.9,"(13, 13, 13)"
179,0.696090367,0.720886551,0.647038205,2662,sgd,0.01,200,0.9,"(13, 13, 13)"
180,0.792851889,0.799308998,0.780757098,13314,sgd,0.01,300,0.2,"(13, 13, 13)"
181,0.780109033,0.798047132,0.796354714,10651,sgd,0.01,300,0.2,"(13, 13, 13)"
182,0.775162092,0.770655984,0.8170347,7988,sgd,0.01,300,0.2,"(13, 13, 13)"
183,0.752878317,0.787793427,0.784437434,5325,sgd,0.01,300,0.2,"(13, 13, 13)"
184,0.685183174,0.762208866,0.756396775,2662,sgd,0.01,300,0.2,"(13, 13, 13)"
185,0.801637336,0.818011116,0.815106905,13314,sgd,0.01,300,0.5,"(13, 13, 13)"
186,0.800013375,0.815791944,0.646512443,10651,sgd,0.01,300,0.5,"(13, 13, 13)"
187,0.801452787,0.811592389,0.812302839,7988,sgd,0.01,300,0.5,"(13, 13, 13)"
188,0.749682475,0.767323944,0.803540133,5325,sgd,0.01,300,0.5,"(13, 13, 13)"
189,0.73254172,0.791510143,0.787767263,2662,sgd,0.01,300,0.5,"(13, 13, 13)"
190,0.754463935,0.650292925,0.76936558,13314,sgd,0.01,300,0.9,"(13, 13, 13)"
191,0.757389028,0.771476857,0.751139152,10651,sgd,0.01,300,0.9,"(13, 13, 13)"
192,0.742466147,0.654982474,0.764458465,7988,sgd,0.01,300,0.9,"(13, 13, 13)"
193,0.698979453,0.806384977,0.646512443,5325,sgd,0.01,300,0.9,"(13, 13, 13)"
194,0.732547363,0.763711495,0.674728356,2662,sgd,0.01,300,0.9,"(13, 13, 13)"
195,0.682442718,0.652245756,0.738345601,13314,sgd,0.1,200,0.2,"(13, 13, 13)"
196,0.697121919,0.650830908,0.646687697,10651,sgd,0.1,200,0.2,"(13, 13, 13)"
197,0.652478662,0.653104657,0.646512443,7988,sgd,0.1,200,0.2,"(13, 13, 13)"
198,0.673262662,0.651830986,0.64721346,5325,sgd,0.1,200,0.2,"(13, 13, 13)"
199,0.639371412,0.636739294,0.646512443,2662,sgd,0.1,200,0.2,"(13, 13, 13)"
200,0.681460702,0.649316509,0.708552401,13314,sgd,0.1,200,0.5,"(13, 13, 13)"
201,0.651112652,0.650830908,0.650368034,10651,sgd,0.1,200,0.5,"(13, 13, 13)"
202,0.652478662,0.652228343,0.646512443,7988,sgd,0.1,200,0.5,"(13, 13, 13)"
203,0.647511665,0.647887324,0.647914476,5325,sgd,0.1,200,0.5,"(13, 13, 13)"
204,0.64313081,0.636739294,0.647563968,2662,sgd,0.1,200,0.5,"(13, 13, 13)"
205,0.649316504,0.649166291,0.646512443,13314,sgd,0.1,200,0.9,"(13, 13, 13)"
206,0.650830918,0.650830908,0.646512443,10651,sgd,0.1,200,0.9,"(13, 13, 13)"
207,0.658486172,0.652103155,0.646862951,7988,sgd,0.1,200,0.9,"(13, 13, 13)"
208,0.647512018,0.647323944,0.646862951,5325,sgd,0.1,200,0.9,"(13, 13, 13)"
209,0.638243592,0.636739294,0.646512443,2662,sgd,0.1,200,0.9,"(13, 13, 13)"
210,0.649241372,0.655325222,0.646512443,13314,sgd,0.1,300,0.2,"(13, 13, 13)"
211,0.651488415,0.650830908,0.646512443,10651,sgd,0.1,300,0.2,"(13, 13, 13)"
212,0.652228349,0.652854281,0.64721346,7988,sgd,0.1,300,0.2,"(13, 13, 13)"
213,0.647324048,0.647323944,0.646512443,5325,sgd,0.1,300,0.2,"(13, 13, 13)"
214,0.658168404,0.641998497,0.646512443,2662,sgd,0.1,300,0.2,"(13, 13, 13)"
215,0.649241401,0.6492414,0.64808973,13314,sgd,0.1,300,0.5,"(13, 13, 13)"
216,0.668381452,0.650924796,0.646512443,10651,sgd,0.1,300,0.5,"(13, 13, 13)"
217,0.652103193,0.652478718,0.646512443,7988,sgd,0.1,300,0.5,"(13, 13, 13)"
218,0.647699634,0.648075117,0.646862951,5325,sgd,0.1,300,0.5,"(13, 13, 13)"
219,0.640875171,0.64012021,0.647038205,2662,sgd,0.1,300,0.5,"(13, 13, 13)"
220,0.649166297,0.674477993,0.646512443,13314,sgd,0.1,300,0.9,"(13, 13, 13)"
221,0.651206372,0.650830908,0.65106905,10651,sgd,0.1,300,0.9,"(13, 13, 13)"
222,0.652478662,0.652103155,0.646512443,7988,sgd,0.1,300,0.9,"(13, 13, 13)"
223,0.647324048,0.647511737,0.646512443,5325,sgd,0.1,300,0.9,"(13, 13, 13)"
224,0.640123291,0.636739294,0.646512443,2662,sgd,0.1,300,0.9,"(13, 13, 13)"
225,0.777452729,0.786991137,0.794251665,13314,sgd,0.001,50,0.2,"(130, 130)"
226,0.754295986,0.796638813,0.78128286,10651,sgd,0.001,50,0.2,"(130, 130)"
227,0.751004859,0.788307461,0.778128286,7988,sgd,0.001,50,0.2,"(130, 130)"
228,0.723762373,0.757746479,0.766035752,5325,sgd,0.001,50,0.2,"(130, 130)"
229,0.685578157,0.761081893,0.613038906,2662,sgd,0.001,50,0.2,"(130, 130)"
230,0.776925877,0.791948325,0.803540133,13314,sgd,0.001,50,0.5,"(130, 130)"
231,0.759843605,0.757299784,0.760252366,10651,sgd,0.001,50,0.5,"(130, 130)"
232,0.75638392,0.78104657,0.781633368,7988,sgd,0.001,50,0.5,"(130, 130)"
233,0.745175256,0.751173709,0.699263933,5325,sgd,0.001,50,0.5,"(130, 130)"
234,0.732539604,0.758452292,0.741850683,2662,sgd,0.001,50,0.5,"(130, 130)"
235,0.802087223,0.797356166,0.818436733,13314,sgd,0.001,50,0.9,"(130, 130)"
236,0.795417813,0.820298564,0.802663863,10651,sgd,0.001,50,0.9,"(130, 130)"
237,0.790562138,0.790686029,0.806869961,7988,sgd,0.001,50,0.9,"(130, 130)"
238,0.768642744,0.795305164,0.799684543,5325,sgd,0.001,50,0.9,"(130, 130)"
239,0.746806275,0.779489106,0.774097441,2662,sgd,0.001,50,0.9,"(130, 130)"
240,0.763864563,0.786991137,0.793375394,13314,sgd,0.001,100,0.2,"(130, 130)"
241,0.761805344,0.789503333,0.777076761,10651,sgd,0.001,100,0.2,"(130, 130)"
242,0.731979824,0.746870305,0.78040659,7988,sgd,0.001,100,0.2,"(130, 130)"
243,0.74817148,0.777089202,0.768664564,5325,sgd,0.001,100,0.2,"(130, 130)"
244,0.700204545,0.749812171,0.712407992,2662,sgd,0.001,100,0.2,"(130, 130)"
245,0.764154907,0.7908968,0.797932001,13314,sgd,0.001,100,0.5,"(130, 130)"
246,0.763870676,0.771382969,0.748685594,10651,sgd,0.001,100,0.5,"(130, 130)"
247,0.747876889,0.767651477,0.756572029,7988,sgd,0.001,100,0.5,"(130, 130)"
248,0.749863563,0.752676056,0.762004907,5325,sgd,0.001,100,0.5,"(130, 130)"
249,0.739286772,0.724643125,0.763582194,2662,sgd,0.001,100,0.5,"(130, 130)"
250,0.796828498,0.831230284,0.821941816,13314,sgd,0.001,100,0.9,"(130, 130)"
251,0.795133787,0.783870059,0.810900806,10651,sgd,0.001,100,0.9,"(130, 130)"
252,0.789938551,0.791937907,0.799684543,7988,sgd,0.001,100,0.9,"(130, 130)"
253,0.782165823,0.812769953,0.794076411,5325,sgd,0.001,100,0.9,"(130, 130)"
254,0.763724273,0.777986476,0.727129338,2662,sgd,0.001,100,0.9,"(130, 130)"
255,0.702423239,0.77579991,0.77146863,13314,sgd,0.001,150,0.2,"(130, 130)"
256,0.766123976,0.744437142,0.727304592,10651,sgd,0.001,150,0.2,"(130, 130)"
257,0.762646133,0.776039059,0.774097441,7988,sgd,0.001,150,0.2,"(130, 130)"
258,0.719648729,0.763755869,0.755871013,5325,sgd,0.001,150,0.2,"(130, 130)"
259,0.696517795,0.75582269,0.69575885,2662,sgd,0.001,150,0.2,"(130, 130)"
260,0.751992097,0.766411296,0.79828251,13314,sgd,0.001,150,0.5,"(130, 130)"
261,0.776546908,0.789784997,0.765509989,10651,sgd,0.001,150,0.5,"(130, 130)"
262,0.763517837,0.778167251,0.795828952,7988,sgd,0.001,150,0.5,"(130, 130)"
263,0.734844841,0.764507042,0.761479145,5325,sgd,0.001,150,0.5,"(130, 130)"
264,0.721637349,0.700225394,0.743077462,2662,sgd,0.001,150,0.5,"(130, 130)"
265,0.796982062,0.827850383,0.810725552,13314,sgd,0.001,150,0.9,"(130, 130)"
266,0.803398638,0.824617407,0.777777778,10651,sgd,0.001,150,0.9,"(130, 130)"
267,0.799072462,0.815598398,0.795653698,7988,sgd,0.001,150,0.9,"(130, 130)"
268,0.779718511,0.803755869,0.780932352,5325,sgd,0.001,150,0.9,"(130, 130)"
269,0.761087052,0.793764087,0.723624255,2662,sgd,0.001,150,0.9,"(130, 130)"
270,0.78413534,0.828526363,0.811952331,13314,sgd,0.01,50,0.2,"(130, 130)"
271,0.786215142,0.789972773,0.809849281,10651,sgd,0.01,50,0.2,"(130, 130)"
272,0.783052751,0.78442664,0.799509288,7988,sgd,0.01,50,0.2,"(130, 130)"
273,0.765071494,0.795305164,0.769015072,5325,sgd,0.01,50,0.2,"(130, 130)"
274,0.751701251,0.790758828,0.717665615,2662,sgd,0.01,50,0.2,"(130, 130)"
275,0.771894665,0.820264383,0.812478093,13314,sgd,0.01,50,0.5,"(130, 130)"
276,0.779355257,0.796826589,0.792674378,10651,sgd,0.01,50,0.5,"(130, 130)"
277,0.790434472,0.807836755,0.803715387,7988,sgd,0.01,50,0.5,"(130, 130)"
278,0.720710776,0.804319249,0.766035752,5325,sgd,0.01,50,0.5,"(130, 130)"
279,0.738187166,0.768970699,0.768839818,2662,sgd,0.01,50,0.5,"(130, 130)"
280,0.720835833,0.653522608,0.648790747,13314,sgd,0.01,50,0.9,"(130, 130)"
281,0.695900459,0.666885738,0.649842271,10651,sgd,0.01,50,0.9,"(130, 130)"
282,0.678400005,0.665498247,0.824220119,7988,sgd,0.01,50,0.9,"(130, 130)"
283,0.697440585,0.718122066,0.677181914,5325,sgd,0.01,50,0.9,"(130, 130)"
284,0.669048795,0.660030053,0.712583246,2662,sgd,0.01,50,0.9,"(130, 130)"
285,0.793373917,0.808246958,0.821065545,13314,sgd,0.01,100,0.2,"(130, 130)"
286,0.784620748,0.817669702,0.803014371,10651,sgd,0.01,100,0.2,"(130, 130)"
