,cross_val_acc,training_acc,test_acc,train_size,n_estimators,learning_rate,algorithm
40,0.5929877003330016,0.3508337088778729,0.3534875569575885,13314,5,10.0,SAMME
41,0.5901251877956171,0.3466032381906193,0.3534875569575885,11982,5,10.0,SAMME
42,0.5300797173836821,0.6508309078959722,0.6465124430424115,10651,5,10.0,SAMME
43,0.5911643963426012,0.3481060199592231,0.3534875569575885,9319,5,10.0,SAMME
44,0.6064210902726151,0.6521031547320981,0.6465124430424115,7988,5,10.0,SAMME
45,0.6508938279664682,0.6396274598167343,0.6211005958640028,6657,5,10.0,SAMME
46,0.6473240476399094,0.7660093896713615,0.6465124430424115,5325,5,10.0,SAMME
47,0.6131365914786967,0.6464697045568353,0.6465124430424115,3994,5,10.0,SAMME
48,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,5,10.0,SAMME
49,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,5,10.0,SAMME
50,0.8377655362034968,0.9087426768814781,0.8450753592709429,13314,25,0.001,SAMME
51,0.8375058653496724,0.9160407277583041,0.8447248510339993,11982,25,0.001,SAMME
52,0.8422686200420155,0.9107126091446812,0.8403434980722047,10651,25,0.001,SAMME
53,0.8305594143001619,0.9164073398433308,0.846652646337189,9319,25,0.001,SAMME
54,0.83475098886139,0.921256885327992,0.8359621451104101,7988,25,0.001,SAMME
55,0.8323557967620603,0.9292474087426769,0.8347353662811076,6657,25,0.001,SAMME
56,0.8251587315936699,0.927699530516432,0.8286014721345951,5325,25,0.001,SAMME
57,0.8114718045112781,0.943164747120681,0.8217665615141956,3994,25,0.001,SAMME
58,0.8005275853799603,0.9444027047332832,0.8270241850683491,2662,25,0.001,SAMME
59,0.7903719974092535,0.9646882043576258,0.7916228531370487,1331,25,0.001,SAMME
60,0.8517352809295812,0.9261679435181013,0.8597967052225727,13314,25,0.01,SAMME
61,0.8501906847804446,0.9262226673343348,0.8633017875920084,11982,25,0.01,SAMME
62,0.8482766443208727,0.9289268613275748,0.852260778128286,10651,25,0.01,SAMME
63,0.8419352237726312,0.9314304109883035,0.8603224675779881,9319,25,0.01,SAMME
64,0.8453914824608455,0.9361542313470206,0.8505082369435681,7988,25,0.01,SAMME
65,0.839863643378215,0.9399128736668169,0.8499824745881528,6657,25,0.01,SAMME
66,0.8368003412330738,0.9464788732394366,0.841745531019979,5325,25,0.01,SAMME
67,0.8269874686716792,0.9579369053580371,0.8387662110059586,3994,25,0.01,SAMME
68,0.809168559296929,0.9586776859504132,0.831230283911672,2662,25,0.01,SAMME
69,0.791884204894258,0.990984222389181,0.7940764107956537,1331,25,0.01,SAMME
70,0.8633033283900851,0.9533573681838666,0.8748685594111462,13314,25,0.1,SAMME
71,0.8637112730280242,0.9592722416958771,0.8706624605678234,11982,25,0.1,SAMME
72,0.8629220649437264,0.9585954370481645,0.8722397476340694,10651,25,0.1,SAMME
73,0.8579248823370861,0.9652323210644919,0.867683140553803,9319,25,0.1,SAMME
74,0.8579096364189575,0.9660741111667501,0.8654048370136698,7988,25,0.1,SAMME
75,0.8497782931754223,0.9837764758900406,0.8648790746582544,6657,25,0.1,SAMME
76,0.8488200123356247,0.9872300469483568,0.8594461969856292,5325,25,0.1,SAMME
77,0.8372462406015039,0.9982473710565849,0.8583946722747985,3994,25,0.1,SAMME
78,0.8264476858186743,0.9992486851990984,0.8361373992288819,2662,25,0.1,SAMME
79,0.8159133789530004,1.0,0.8249211356466877,1331,25,0.1,SAMME
80,0.8642036369006512,1.0,0.8597967052225727,13314,25,1.0,SAMME
81,0.8610411987730455,1.0,0.8578689099193831,11982,25,1.0,SAMME
82,0.8624538595542344,1.0,0.8618997546442342,10651,25,1.0,SAMME
83,0.8554562072802415,1.0,0.8594461969856292,9319,25,1.0,SAMME
84,0.8591619850627821,1.0,0.8582194181563266,7988,25,1.0,SAMME
85,0.8508322786443708,1.0,0.8571678934454959,6657,25,1.0,SAMME
86,0.8452496434119678,1.0,0.8540133193130038,5325,25,1.0,SAMME
87,0.8477587719298245,1.0,0.8550648440238345,3994,25,1.0,SAMME
88,0.8347162465262594,1.0,0.8471784086926043,2662,25,1.0,SAMME
89,0.8309481569091268,1.0,0.8366631615842972,1331,25,1.0,SAMME
90,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,25,10.0,SAMME
91,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,25,10.0,SAMME
92,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,25,10.0,SAMME
93,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,25,10.0,SAMME
94,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,25,10.0,SAMME
95,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,25,10.0,SAMME
96,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,25,10.0,SAMME
97,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,25,10.0,SAMME
98,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,25,10.0,SAMME
99,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,25,10.0,SAMME
100,0.8404690848967018,0.9100195283160583,0.8461268839817736,13314,50,0.001,SAMME
101,0.8380071874029694,0.9168753129694541,0.844199088678584,11982,50,0.001,SAMME
102,0.8411422121424261,0.9120270397145808,0.8426218016123379,10651,50,0.001,SAMME
103,0.833993063474621,0.9187681081661122,0.8447248510339993,9319,50,0.001,SAMME
104,0.8351263013604099,0.9228843264897346,0.8354363827549948,7988,50,0.001,SAMME
105,0.8328048926439531,0.9343548144809974,0.8331580792148615,6657,50,0.001,SAMME
106,0.8234670026015015,0.9282629107981221,0.8307045215562566,5325,50,0.001,SAMME
107,0.8112205513784462,0.9451677516274412,0.8301787592008412,3994,50,0.001,SAMME
108,0.8008992932612958,0.9477836213373404,0.8215913073957238,2662,50,0.001,SAMME
109,0.7866125989130129,0.9676934635612322,0.790571328426218,1331,50,0.001,SAMME
110,0.8568426418752125,0.9302238245455912,0.8664563617245006,13314,50,0.01,SAMME
111,0.8551974308027976,0.9317309297279253,0.8659305993690851,11982,50,0.01,SAMME
112,0.8513751039316905,0.9324946014458736,0.8617245005257623,10651,50,0.01,SAMME
113,0.8464425830321209,0.9352934864255822,0.8641780581843673,9319,50,0.01,SAMME
114,0.8491466463405072,0.9412869303955934,0.8566421310900806,7988,50,0.01,SAMME
115,0.8430174735611884,0.9480246357217966,0.8543638275499474,6657,50,0.01,SAMME
116,0.8360518133321836,0.9538028169014084,0.8484051875219067,5325,50,0.01,SAMME
117,0.825984962406015,0.9689534301452178,0.841745531019979,3994,50,0.01,SAMME
118,0.8129265471370732,0.9759579263711495,0.8322818086225027,2662,50,0.01,SAMME
119,0.7978879783728985,0.9894815927873779,0.80354013319313,1331,50,0.01,SAMME
120,0.8680348345283034,0.9639477242000901,0.8776726253066947,13314,50,0.1,SAMME
121,0.8688854512873136,0.9647805040894676,0.8720644935155977,11982,50,0.1,SAMME
122,0.8648927940829539,0.9730541733170595,0.8710129688047669,10651,50,0.1,SAMME
123,0.8627531509241406,0.9756411632149372,0.870136698212408,9319,50,0.1,SAMME
124,0.8594118274409428,0.9836004006009014,0.8671573781983877,7988,50,0.1,SAMME
125,0.8521822754271646,0.9929397626558509,0.8631265334735366,6657,50,0.1,SAMME
126,0.8471268736807799,0.9981220657276996,0.861198738170347,5325,50,0.1,SAMME
127,0.8462606516290727,0.99949924887331,0.8596214511041009,3994,50,0.1,SAMME
128,0.8174300667240333,1.0,0.844199088678584,2662,50,0.1,SAMME
129,0.8174199543803328,1.0,0.8212407991587802,1331,50,0.1,SAMME
130,0.8654047251011932,1.0,0.8694356817385208,13314,50,1.0,SAMME
131,0.8664648893554869,1.0,0.8703119523308798,11982,50,1.0,SAMME
132,0.8647056179001428,1.0,0.8697861899754644,10651,50,1.0,SAMME
133,0.8647918351267858,1.0,0.8703119523308798,9319,50,1.0,SAMME
134,0.8641693407486175,1.0,0.867683140553803,7988,50,1.0,SAMME
135,0.8569905797178524,1.0,0.8620750087627059,6657,50,1.0,SAMME
136,0.8589605130205212,1.0,0.8594461969856292,5325,50,1.0,SAMME
137,0.8512681704260652,1.0,0.8620750087627059,3994,50,1.0,SAMME
138,0.8384707077261634,1.0,0.8557658604977217,2662,50,1.0,SAMME
139,0.8354622511334515,1.0,0.8501577287066246,1331,50,1.0,SAMME
140,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,50,10.0,SAMME
141,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,50,10.0,SAMME
142,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,50,10.0,SAMME
143,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,50,10.0,SAMME
144,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,50,10.0,SAMME
145,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,50,10.0,SAMME
146,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,50,10.0,SAMME
147,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,50,10.0,SAMME
148,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,50,10.0,SAMME
149,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,50,10.0,SAMME
150,0.8417462633990475,0.9114465975664714,0.8450753592709429,13314,75,0.001,SAMME
151,0.839425662175352,0.9155399766316141,0.8471784086926043,11982,75,0.001,SAMME
152,0.8393580424383001,0.9119331518167308,0.844900105152471,10651,75,0.001,SAMME
153,0.8339929482882148,0.9200557999785385,0.8427970557308097,9319,75,0.001,SAMME
154,0.8365034927744894,0.9253880821231848,0.8406940063091483,7988,75,0.001,SAMME
155,0.8335557560350949,0.9355565570076612,0.8377146862951279,6657,75,0.001,SAMME
156,0.8234675301074079,0.9299530516431925,0.8356116368734665,5325,75,0.001,SAMME
157,0.8114711779448622,0.9481722583875813,0.8326323168594462,3994,75,0.001,SAMME
158,0.803153521702944,0.9481592787377912,0.8222923238696109,2662,75,0.001,SAMME
159,0.792630452535834,0.9782118707738543,0.7989835261128636,1331,75,0.001,SAMME
160,0.8594718487585384,0.9349556857443293,0.8682089029092184,13314,75,0.01,SAMME
161,0.8567837555224791,0.9380737773326656,0.8689099193831055,11982,75,0.01,SAMME
162,0.8560680448931113,0.9397239695803211,0.8664563617245006,10651,75,0.01,SAMME
163,0.8507348892713077,0.9408734842794291,0.8655800911321416,9319,75,0.01,SAMME
164,0.8521510283844782,0.9461692538808212,0.8569926393270242,7988,75,0.01,SAMME
165,0.8481263020758455,0.9550848730659456,0.8606729758149316,6657,75,0.01,SAMME
166,0.8426270562382226,0.9631924882629108,0.8489309498773221,5325,75,0.01,SAMME
167,0.8337481203007518,0.9697045568352529,0.8452506133894147,3994,75,0.01,SAMME
168,0.8136833641326582,0.9789631855747558,0.8352611286365229,2662,75,0.01,SAMME
169,0.7896173016811691,0.9954921111945906,0.8040658955485454,1331,75,0.01,SAMME
170,0.8675844967396161,0.9668769716088328,0.8773221170697512,13314,75,0.1,SAMME
171,0.8674670461333248,0.9728759806376232,0.8732912723449001,11982,75,0.1,SAMME
172,0.8647058380459611,0.9759646981504084,0.8696109358569927,10651,75,0.1,SAMME
173,0.8655430232745653,0.9805773151625711,0.8738170347003155,9319,75,0.1,SAMME
174,0.8594116706032917,0.9863545317976965,0.8699614440939362,7988,75,0.1,SAMME
175,0.8551865203583342,0.9945921586300135,0.8666316158429723,6657,75,0.1,SAMME
176,0.8482622743471792,0.9969953051643192,0.8559411146161935,5325,75,0.1,SAMME
177,0.8377468671679198,0.9997496244366549,0.8608482299334035,3994,75,0.1,SAMME
178,0.8253255088941867,1.0,0.8517350157728707,2662,75,0.1,SAMME
179,0.8309566049956352,1.0,0.8193130038555906,1331,75,0.1,SAMME
180,0.8734420444493903,1.0,0.8773221170697512,13314,75,1.0,SAMME
181,0.8718064302333189,1.0,0.8699614440939362,11982,75,1.0,SAMME
182,0.8681796205928901,1.0,0.8727655099894848,10651,75,1.0,SAMME
183,0.8625380979038377,1.0,0.8703119523308798,9319,75,1.0,SAMME
184,0.8656727864718116,1.0,0.8678583946722748,7988,75,1.0,SAMME
185,0.8596923784135615,1.0,0.8694356817385208,6657,75,1.0,SAMME
186,0.8548269389881966,1.0,0.8680336487907466,5325,75,1.0,SAMME
187,0.8530156641604011,1.0,0.8610234840518752,3994,75,1.0,SAMME
188,0.8339678934672516,1.0,0.8596214511041009,2662,75,1.0,SAMME
189,0.8331868998338543,1.0,0.8526112863652295,1331,75,1.0,SAMME
190,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,75,10.0,SAMME
191,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,75,10.0,SAMME
192,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,75,10.0,SAMME
193,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,75,10.0,SAMME
194,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,75,10.0,SAMME
195,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,75,10.0,SAMME
196,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,75,10.0,SAMME
197,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,75,10.0,SAMME
198,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,75,10.0,SAMME
199,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,75,10.0,SAMME
200,0.8421214978571996,0.9119723599218867,0.8463021381002453,13314,90,0.001,SAMME
201,0.8420130993969656,0.9167918544483392,0.8494567122327374,11982,90,0.001,SAMME
202,0.8397332326494767,0.9122148155102807,0.844900105152471,10651,90,0.001,SAMME
203,0.8348514325733335,0.9208069535357871,0.8422712933753943,9319,90,0.001,SAMME
204,0.8377555277430121,0.9246369554331497,0.84086926042762,7988,90,0.001,SAMME
205,0.8325019958469284,0.9355565570076612,0.8368384157027691,6657,90,0.001,SAMME
206,0.8242181769727015,0.9327699530516432,0.8343848580441641,5325,90,0.001,SAMME
207,0.81171679197995,0.9454181271907862,0.8336838415702769,3994,90,0.001,SAMME
208,0.8065376856776088,0.9481592787377912,0.8215913073957238,2662,90,0.001,SAMME
209,0.7843597758441047,0.980465815176559,0.7996845425867508,1331,90,0.001,SAMME
210,0.8610491866439611,0.9362325371789094,0.870136698212408,13314,90,0.01,SAMME
211,0.8597048040868781,0.9386579869804708,0.8715387311601822,11982,90,0.01,SAMME
212,0.8575703043519664,0.9417895033330204,0.8683841570276901,10651,90,0.01,SAMME
213,0.8525588084196656,0.9449511750187788,0.8675078864353313,9319,90,0.01,SAMME
214,0.855656193048328,0.9485478217325989,0.8624255169996495,7988,90,0.01,SAMME
215,0.8478260022844625,0.9595914075409343,0.8626007711181213,6657,90,0.01,SAMME
216,0.8414965922058799,0.9688262910798122,0.852260778128286,5325,90,0.01,SAMME
217,0.8304974937343358,0.9747120681021533,0.8501577287066246,3994,90,0.01,SAMME
218,0.8211965185007546,0.9812171299774606,0.8347353662811076,2662,90,0.01,SAMME
219,0.7933654360620652,0.9977460555972952,0.8107255520504731,1331,90,0.01,SAMME
220,0.8696117211736054,0.9684542586750788,0.8743427970557308,13314,90,0.1,SAMME
221,0.8686357997273744,0.9687030545818728,0.8718892393971258,11982,90,0.1,SAMME
222,0.8631103431801875,0.9776546803117078,0.8717139852786541,10651,90,0.1,SAMME
223,0.8611435936776486,0.9796115463032514,0.8727655099894848,9319,90,0.1,SAMME
224,0.8594110432526874,0.9871056584877316,0.8704872064493515,7988,90,0.1,SAMME
225,0.8577402013504667,0.9974462971308398,0.8626007711181213,6657,90,0.1,SAMME
226,0.8463760506490441,0.9998122065727699,0.8575184016824395,5325,90,0.1,SAMME
227,0.8462606516290727,1.0,0.8622502628811777,3994,90,0.1,SAMME
228,0.8298318497933389,1.0,0.8531370487206449,2662,90,0.1,SAMME
229,0.8256849990143899,1.0,0.8257974062390466,1331,90,0.1,SAMME
230,0.8724653633789543,1.0,0.8729407641079565,13314,90,1.0,SAMME
231,0.8710549692913265,1.0,0.8720644935155977,11982,90,1.0,SAMME
232,0.867710092921145,1.0,0.8687346652646337,10651,90,1.0,SAMME
233,0.864148519048376,1.0,0.866105853487557,9319,90,1.0,SAMME
234,0.8651702786377709,1.0,0.8710129688047669,7988,90,1.0,SAMME
235,0.86074523544293,1.0,0.8692604276200491,6657,90,1.0,SAMME
236,0.8521988856876488,1.0,0.8643533123028391,5325,90,1.0,SAMME
237,0.8567713032581453,1.0,0.8650543287767263,3994,90,1.0,SAMME
238,0.832835136622043,1.0,0.8589204346302138,2662,90,1.0,SAMME
239,0.8264425107713101,1.0,0.8475289169295478,1331,90,1.0,SAMME
240,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,90,10.0,SAMME
241,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,90,10.0,SAMME
242,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,90,10.0,SAMME
243,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,90,10.0,SAMME
244,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,90,10.0,SAMME
245,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,90,10.0,SAMME
246,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,90,10.0,SAMME
247,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,90,10.0,SAMME
248,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,90,10.0,SAMME
249,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,90,10.0,SAMME
250,0.8421966292949277,0.9138500826197987,0.8508587451805117,13314,100,0.001,SAMME
251,0.8434315045509543,0.9172091470539142,0.848229933403435,11982,100,0.001,SAMME
252,0.8402968332839474,0.9151253403436297,0.8477041710480197,10651,100,0.001,SAMME
253,0.8356028510939252,0.9219873376971778,0.8420960392569226,9319,100,0.001,SAMME
254,0.8367547466915097,0.927891837756635,0.843322818086225,7988,100,0.001,SAMME
255,0.834303345899692,0.9364578639026588,0.8377146862951279,6657,100,0.001,SAMME
256,0.8247822622512999,0.9335211267605634,0.8345601121626358,5325,100,0.001,SAMME
257,0.8134686716791979,0.9461692538808212,0.8342096039256922,3994,100,0.001,SAMME
258,0.8046593970855845,0.9485349361382419,0.8226428321065545,2662,100,0.001,SAMME
259,0.784365407901777,0.980465815176559,0.8024886084822993,1331,100,0.001,SAMME
260,0.8609740552062328,0.9382604776926543,0.8720644935155977,13314,100,0.01,SAMME
261,0.8592043174543059,0.9396594892338508,0.8717139852786541,11982,100,0.01,SAMME
262,0.8594484152459094,0.9452633555534692,0.8687346652646337,10651,100,0.01,SAMME
263,0.8556705691821074,0.9461315591801696,0.8678583946722748,9319,100,0.01,SAMME
264,0.8559072901276972,0.949799699549324,0.8655800911321416,7988,100,0.01,SAMME
265,0.8487287091636808,0.9598918431726002,0.8638275499474237,6657,100,0.01,SAMME
266,0.8428109706923281,0.972206572769953,0.8526112863652295,5325,100,0.01,SAMME
267,0.8337481203007518,0.9759639459188784,0.8519102698913424,3994,100,0.01,SAMME
268,0.8230726911086347,0.9868519909842224,0.8384157027690151,2662,100,0.01,SAMME
269,0.7903719974092535,0.9992486851990984,0.8065194532071503,1331,100,0.01,SAMME
270,0.8693115054066942,0.9689800210304942,0.8755695758850333,13314,100,0.1,SAMME
271,0.8698876080651518,0.9735436488065431,0.8760953382404486,11982,100,0.1,SAMME
272,0.867616283959553,0.9769974650267581,0.8717139852786541,10651,100,0.1,SAMME
273,0.8626452788547706,0.9764996244232214,0.8734665264633719,9319,100,0.1,SAMME
274,0.8604127653300961,0.9889834752128193,0.8711882229232387,7988,100,0.1,SAMME
275,0.8605931665044324,0.9980471683941715,0.8620750087627059,6657,100,0.1,SAMME
276,0.8512607990525689,0.99962441314554,0.8569926393270242,5325,100,0.1,SAMME
277,0.8495181704260653,1.0,0.8620750087627059,3994,100,0.1,SAMME
278,0.8287005036042263,1.0,0.8492814581142657,2662,100,0.1,SAMME
279,0.8339472276196108,1.0,0.8257974062390466,1331,100,0.1,SAMME
280,0.8712637111070803,1.0,0.8750438135296179,13314,100,1.0,SAMME
281,0.8728083781559757,1.0,0.8727655099894848,11982,100,1.0,SAMME
282,0.8718410200281916,1.0,0.8734665264633719,10651,100,1.0,SAMME
283,0.8636116928024622,1.0,0.8748685594111462,9319,100,1.0,SAMME
284,0.8644196536397313,1.0,0.8668068699614441,7988,100,1.0,SAMME
285,0.8586422305213084,1.0,0.8704872064493515,6657,100,1.0,SAMME
286,0.859336979382632,1.0,0.8669821240799159,5325,100,1.0,SAMME
287,0.851515664160401,1.0,0.8655800911321416,3994,100,1.0,SAMME
288,0.8373442988333875,1.0,0.8582194181563266,2662,100,1.0,SAMME
289,0.8339584917349553,1.0,0.8517350157728707,1331,100,1.0,SAMME
290,0.6491662972551209,0.6491662911221271,0.6465124430424115,13314,100,10.0,SAMME
291,0.6502253547405252,0.6502253380070105,0.6465124430424115,11982,100,10.0,SAMME
292,0.6508309177079565,0.6508309078959722,0.6465124430424115,10651,100,10.0,SAMME
293,0.6518940100765068,0.6518939800407769,0.6465124430424115,9319,100,10.0,SAMME
294,0.6521031929009006,0.6521031547320981,0.6465124430424115,7988,100,10.0,SAMME
295,0.6508938279664682,0.650893796004206,0.6465124430424115,6657,100,10.0,SAMME
296,0.6473240476399094,0.6473239436619719,0.6465124430424115,5325,100,10.0,SAMME
297,0.64646992481203,0.6464697045568353,0.6465124430424115,3994,100,10.0,SAMME
298,0.6367398326961868,0.6367392937640871,0.6465124430424115,2662,100,10.0,SAMME
299,0.6243417532595533,0.6243425995492111,0.6465124430424115,1331,100,10.0,SAMME
300,0.844299520982517,0.918431726002704,0.8548895899053628,13314,120,0.001,SAMME
301,0.8458512310620565,0.9201301952929394,0.8519102698913424,11982,120,0.001,SAMME
302,0.8403910825785685,0.9187869683597785,0.849106203995794,10651,120,0.001,SAMME
303,0.8366759852469251,0.9223092606502844,0.8459516298633017,9319,120,0.001,SAMME
304,0.8383822509967033,0.9305207811717576,0.8429723098492815,7988,120,0.001,SAMME
305,0.8370080807096901,0.9370587351659907,0.8406940063091483,6657,120,0.001,SAMME
306,0.8245957026514439,0.9352112676056338,0.8357868909919383,5325,120,0.001,SAMME
307,0.8167211779448621,0.9491737606409615,0.8357868909919383,3994,120,0.001,SAMME
308,0.808417384925729,0.9504132231404959,0.8240448650543287,2662,120,0.001,SAMME
309,0.785866351271437,0.980465815176559,0.8037153873116019,1331,120,0.001,SAMME
310,0.8623262243985316,0.9409643983776476,0.8738170347003155,13314,120,0.01,SAMME
311,0.8591209842370034,0.942663995993991,0.8736417805818437,11982,120,0.01,SAMME
312,0.8601050751623655,0.9462961224298188,0.8690851735015773,10651,120,0.01,SAMME
313,0.852880869611292,0.9485996351539865,0.8692604276200491,9319,120,0.01,SAMME
314,0.8559071332900462,0.9546820230345519,0.8650543287767263,7988,120,0.01,SAMME
315,0.849778856886295,0.964248159831756,0.8641780581843673,6657,120,0.01,SAMME
316,0.842623530260262,0.9746478873239437,0.8561163687346652,5325,120,0.01,SAMME
317,0.8357518796992481,0.9827240861291938,0.8520855240098142,3994,120,0.01,SAMME
318,0.8208226946352749,0.9887302779864763,0.8391167192429022,2662,120,0.01,SAMME
319,0.8024020725972234,1.0,0.8065194532071503,1331,120,0.01,SAMME
320,0.8694615145548971,0.9662761003455009,0.8752190676480898,13314,120,0.1,SAMME
321,0.8688032319643109,0.972375229510933,0.8699614440939362,11982,120,0.1,SAMME
322,0.8665834199856104,0.9777485682095578,0.8715387311601822,10651,120,0.1,SAMME
323,0.8620008685055025,0.9807919304646421,0.8724150017525412,9319,120,0.1,SAMME
324,0.8617888588806183,0.9894842263395093,0.8706624605678234,7988,120,0.1,SAMME
325,0.8583420433703164,0.9956436833408442,0.8659305993690851,6657,120,0.1,SAMME
326,0.8501313930122987,0.9994366197183099,0.8569926393270242,5325,120,0.1,SAMME
327,0.8442568922305764,1.0,0.8596214511041009,3994,120,0.1,SAMME
328,0.8260759779373388,1.0,0.8513845075359271,2662,120,0.1,SAMME
329,0.8272028385570668,1.0,0.8245706274097442,1331,120,0.1,SAMME
330,0.8723902601966861,1.0,0.879074658254469,13314,120,1.0,SAMME
331,0.8735590036772436,1.0,0.8760953382404486,11982,120,1.0,SAMME
332,0.8703393773170459,1.0,0.8746933052926744,10651,120,1.0,SAMME
333,0.8675817650704134,1.0,0.8692604276200491,9319,120,1.0,SAMME
