,cross_val_acc,training_acc,test_acc,train_size,kernel,max_iter,C
109,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,20.0
110,0.5808966267690504,0.5077362175153973,0.5254118471784087,13314,linear,50,0.01
111,0.44120343747780916,0.3703889167083959,0.3604977216964599,11982,linear,50,0.01
112,0.4436727425432726,0.39817857478171065,0.4032597266035752,10651,linear,50,0.01
113,0.3836339698534138,0.35529563257860286,0.3557658604977217,9319,linear,50,0.01
114,0.4325111903664041,0.32623935903855783,0.3314055380301437,7988,linear,50,0.01
115,0.48655237382075145,0.5259125732311852,0.5292674377847879,6657,linear,50,0.01
116,0.5461726068865052,0.6649765258215963,0.678583946722748,5325,linear,50,0.01
117,0.4266898496240602,0.30045067601402103,0.30686996144409395,3994,linear,50,0.01
118,0.5098033545401967,0.4530428249436514,0.4491763056431826,2662,linear,50,0.01
119,0.48453718566078113,0.5634861006761833,0.5660708026638626,1331,linear,50,0.01
120,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,0.1
121,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,0.1
122,0.41177694811620347,0.35376959909867617,0.36330178759200843,10651,linear,50,0.1
123,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,0.1
124,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,0.1
125,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,0.1
126,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,0.1
127,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,0.1
128,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,0.1
129,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,0.1
130,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,0.2
131,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,0.2
132,0.4299075258522298,0.35376959909867617,0.36330178759200843,10651,linear,50,0.2
133,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,0.2
134,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,0.2
135,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,0.2
136,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,0.2
137,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,0.2
138,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,0.2
139,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,0.2
140,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,0.8
141,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,0.8
142,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,0.8
143,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,0.8
144,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,0.8
145,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,0.8
146,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,0.8
147,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,0.8
148,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,0.8
149,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,0.8
150,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,0.7
151,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,0.7
152,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,0.7
153,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,0.7
154,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,0.7
155,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,0.7
156,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,0.7
157,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,0.7
158,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,0.7
159,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,0.7
160,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,1.0
161,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,1.0
162,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,1.0
163,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,1.0
164,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,1.0
165,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,1.0
166,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,1.0
167,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,1.0
168,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,1.0
169,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,1.0
170,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,3.0
171,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,3.0
172,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,3.0
173,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,3.0
174,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,3.0
175,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,3.0
176,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,3.0
177,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,3.0
178,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,3.0
179,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,3.0
180,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,5.0
181,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,5.0
182,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,5.0
183,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,5.0
184,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,5.0
185,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,5.0
186,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,5.0
187,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,5.0
188,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,5.0
189,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,5.0
190,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,10.0
191,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,10.0
192,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,10.0
193,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,10.0
194,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,10.0
195,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,10.0
196,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,10.0
197,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,10.0
198,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,10.0
199,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,10.0
200,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,15.0
201,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,15.0
202,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,15.0
203,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,15.0
204,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,15.0
205,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,15.0
206,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,15.0
207,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,15.0
208,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,15.0
209,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,15.0
210,0.4843669868367826,0.5859245906564519,0.5913073957237995,13314,linear,50,20.0
211,0.41505170558102816,0.35060924720413955,0.3413950227830354,11982,linear,50,20.0
212,0.4467229321462646,0.35376959909867617,0.36330178759200843,10651,linear,50,20.0
213,0.5068205902612197,0.29123296491039813,0.2903960743077462,9319,linear,50,20.0
214,0.5397933193434149,0.4474211316975463,0.4426919032597266,7988,linear,50,20.0
215,0.5186476761074413,0.41159681538230436,0.4020329477742727,6657,linear,50,20.0
216,0.4678657289843534,0.39286384976525823,0.3953732912723449,5325,linear,50,20.0
217,0.4549486215538847,0.3670505758637957,0.374167542937259,3994,linear,50,20.0
218,0.45274795807530077,0.5886551465063862,0.5864002804065895,2662,linear,50,20.0
219,0.5461547126242573,0.6536438767843726,0.6396775324220119,1331,linear,50,20.0
220,0.3428687514122912,0.6493916178458765,0.656677181913775,13314,linear,100,0.01
221,0.5193560020105792,0.5616758471039893,0.5622152120574834,11982,linear,100,0.01
222,0.38848324449677596,0.6305511219603793,0.6326673676831406,10651,linear,100,0.01
223,0.4238568901052574,0.3705333190256465,0.376621100595864,9319,linear,100,0.01
224,0.5857291852911377,0.3652979469203806,0.3666316158429723,7988,linear,100,0.01
225,0.4990154050832606,0.41625356767312605,0.4162285313704872,6657,linear,100,0.01
226,0.5243047790048279,0.41859154929577463,0.42464072905713285,5325,linear,100,0.01
227,0.4586591478696742,0.6692538808212318,0.6722747984577637,3994,linear,100,0.01
228,0.5180690939355894,0.34635612321562737,0.334384858044164,2662,linear,100,0.01
229,0.5852749852158488,0.4019534184823441,0.3878373641780582,1331,linear,100,0.01
230,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,0.1
231,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,0.1
232,0.3780887878839648,0.5677401182987513,0.5520504731861199,10651,linear,100,0.1
233,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,0.1
234,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,0.1
235,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,0.1
236,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,0.1
237,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,0.1
238,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,0.1
239,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,0.1
240,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,0.2
241,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,0.2
242,0.3702917000493006,0.5288705285888649,0.5234840518752191,10651,linear,100,0.2
243,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,0.2
244,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,0.2
245,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,0.2
246,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,0.2
247,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,0.2
248,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,0.2
249,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,0.2
250,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,0.8
251,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,0.8
252,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,0.8
253,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,0.8
254,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,0.8
255,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,0.8
256,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,0.8
257,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,0.8
258,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,0.8
259,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,0.8
260,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,0.7
261,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,0.7
262,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,0.7
263,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,0.7
264,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,0.7
265,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,0.7
266,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,0.7
267,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,0.7
268,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,0.7
269,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,0.7
270,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,1.0
271,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,1.0
272,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,1.0
273,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,1.0
274,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,1.0
275,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,1.0
276,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,1.0
277,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,1.0
278,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,1.0
279,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,1.0
280,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,3.0
281,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,3.0
282,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,3.0
283,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,3.0
284,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,3.0
285,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,3.0
286,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,3.0
287,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,3.0
288,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,3.0
289,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,3.0
290,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,5.0
291,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,5.0
292,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,5.0
293,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,5.0
294,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,5.0
295,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,5.0
296,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,5.0
297,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,5.0
298,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,5.0
299,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,5.0
300,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,10.0
301,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,10.0
302,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,10.0
303,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,10.0
304,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,10.0
305,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,10.0
306,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,10.0
307,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,10.0
308,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,10.0
309,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,10.0
310,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,15.0
311,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,15.0
312,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,15.0
313,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,15.0
314,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,15.0
315,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,15.0
316,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,15.0
317,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,15.0
318,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,15.0
319,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,15.0
320,0.5020494477981219,0.6331680937359171,0.6398527865404837,13314,linear,100,20.0
321,0.5198000977442249,0.4888165581705892,0.48948475289169296,11982,linear,100,20.0
322,0.3633400795702024,0.2919913623133978,0.3003855590606379,10651,linear,100,20.0
323,0.534717413189765,0.40873484279429123,0.405012267788293,9319,linear,100,20.0
324,0.37868842945912967,0.3372558838257386,0.34542586750788645,7988,linear,100,20.0
325,0.3825781424476509,0.43262730959891843,0.43445495969155273,6657,linear,100,20.0
326,0.44088122262424817,0.5297652582159624,0.5399579390115667,5325,linear,100,20.0
327,0.49075187969924816,0.3780671006509765,0.3673326323168594,3994,linear,100,20.0
328,0.46773124180056147,0.5405709992486852,0.5297932001402033,2662,linear,100,20.0
329,0.55741037988229,0.6393688955672426,0.6482649842271293,1331,linear,100,20.0
330,0.39521048076365356,0.3662310350007511,0.37241500175254116,13314,linear,500,0.01
331,0.5187013802542741,0.4345685194458354,0.4320014020329478,11982,linear,500,0.01
332,0.4594783755043738,0.3445685851093794,0.3389414651244304,10651,linear,500,0.01
333,0.5141058424848933,0.4976928855027363,0.5007010164738871,9319,linear,500,0.01
334,0.451690082527972,0.34626940410615925,0.34086926042762006,7988,linear,500,0.01
335,0.4639162597405312,0.5696259576385759,0.577111812127585,6657,linear,500,0.01
336,0.4423809755607474,0.47211267605633805,0.47318611987381703,5325,linear,500,0.01
337,0.4253558897243108,0.6009013520280421,0.5986680686996144,3994,linear,500,0.01
338,0.5597356430475815,0.6134485349361383,0.6070802663862601,2662,linear,500,0.01
339,0.48698713074821887,0.6018031555221638,0.5913073957237995,1331,linear,500,0.01
