,cross_val_acc,training_acc,test_acc,train_size,criterion,max_depth,min_samples_leaf
26,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,entropy,1,3
27,0.4514371350899915,0.45136186770428016,0.42857142857142855,1028,entropy,1,3
28,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,entropy,1,3
29,0.4458107261850944,0.4473684210526316,0.45850340136054424,342,entropy,1,3
30,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,entropy,1,4
31,0.45218990468884607,0.4521880064829822,0.42857142857142855,3085,entropy,1,4
32,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,entropy,1,4
33,0.4468654273759653,0.4456023343059608,0.42857142857142855,2399,entropy,1,4
34,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,entropy,1,4
35,0.4510074948049671,0.4509918319719953,0.42857142857142855,1714,entropy,1,4
36,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,entropy,1,4
37,0.4514371350899915,0.45136186770428016,0.42857142857142855,1028,entropy,1,4
38,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,entropy,1,4
39,0.4458107261850944,0.4473684210526316,0.45850340136054424,342,entropy,1,4
40,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,entropy,1,5
41,0.45218990468884607,0.4521880064829822,0.42857142857142855,3085,entropy,1,5
42,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,entropy,1,5
43,0.4468654273759653,0.4456023343059608,0.42857142857142855,2399,entropy,1,5
44,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,entropy,1,5
45,0.4510074948049671,0.4509918319719953,0.42857142857142855,1714,entropy,1,5
46,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,entropy,1,5
47,0.4514371350899915,0.45136186770428016,0.42857142857142855,1028,entropy,1,5
48,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,entropy,1,5
49,0.4458107261850944,0.4473684210526316,0.45850340136054424,342,entropy,1,5
50,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,entropy,1,10
51,0.45218990468884607,0.4521880064829822,0.42857142857142855,3085,entropy,1,10
52,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,entropy,1,10
53,0.4468654273759653,0.4456023343059608,0.42857142857142855,2399,entropy,1,10
54,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,entropy,1,10
55,0.4510074948049671,0.4509918319719953,0.42857142857142855,1714,entropy,1,10
56,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,entropy,1,10
57,0.4514371350899915,0.45136186770428016,0.42857142857142855,1028,entropy,1,10
58,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,entropy,1,10
59,0.4458107261850944,0.4473684210526316,0.45850340136054424,342,entropy,1,10
60,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,entropy,1,20
61,0.45218990468884607,0.4521880064829822,0.42857142857142855,3085,entropy,1,20
62,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,entropy,1,20
63,0.4468654273759653,0.4456023343059608,0.42857142857142855,2399,entropy,1,20
64,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,entropy,1,20
65,0.4510074948049671,0.4509918319719953,0.42857142857142855,1714,entropy,1,20
66,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,entropy,1,20
67,0.4514371350899915,0.45136186770428016,0.42857142857142855,1028,entropy,1,20
68,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,entropy,1,20
69,0.4458107261850944,0.4473684210526316,0.45850340136054424,342,entropy,1,20
70,0.5180571771051592,0.5215869311551925,0.48639455782312924,3428,entropy,3,1
71,0.5095834651412863,0.5144246353322528,0.4857142857142857,3085,entropy,3,1
72,0.5124374275682061,0.512764405543399,0.4857142857142857,2742,entropy,3,1
73,0.5089475594744783,0.5268862025844102,0.5020408163265306,2399,entropy,3,1
74,0.5146189816549536,0.519455252918288,0.49523809523809526,2056,entropy,3,1
75,0.5109665787757749,0.5367561260210035,0.501360544217687,1714,entropy,3,1
76,0.5133851816460512,0.536834427425237,0.5020408163265306,1371,entropy,3,1
77,0.4822398522733057,0.5389105058365758,0.5040816326530613,1028,entropy,3,1
78,0.45535453212236454,0.4978102189781022,0.5020408163265306,685,entropy,3,1
79,0.44277891914290446,0.5233918128654971,0.4782312925170068,342,entropy,3,1
80,0.5180571771051592,0.5215869311551925,0.48639455782312924,3428,entropy,3,2
81,0.5095834651412863,0.5144246353322528,0.4857142857142857,3085,entropy,3,2
82,0.5124374275682061,0.512764405543399,0.4857142857142857,2742,entropy,3,2
83,0.5089475594744783,0.5268862025844102,0.5020408163265306,2399,entropy,3,2
84,0.5146189816549536,0.519455252918288,0.49523809523809526,2056,entropy,3,2
85,0.5109665787757749,0.5367561260210035,0.501360544217687,1714,entropy,3,2
86,0.5133851816460512,0.536834427425237,0.5020408163265306,1371,entropy,3,2
87,0.4822398522733057,0.5389105058365758,0.5040816326530613,1028,entropy,3,2
88,0.45535453212236454,0.4978102189781022,0.5020408163265306,685,entropy,3,2
89,0.44277891914290446,0.5233918128654971,0.4782312925170068,342,entropy,3,2
90,0.5180571771051592,0.5215869311551925,0.48639455782312924,3428,entropy,3,3
91,0.5095834651412863,0.5144246353322528,0.4857142857142857,3085,entropy,3,3
92,0.5124374275682061,0.512764405543399,0.4857142857142857,2742,entropy,3,3
93,0.5089475594744783,0.5268862025844102,0.5020408163265306,2399,entropy,3,3
94,0.515100909365797,0.519455252918288,0.49523809523809526,2056,entropy,3,3
95,0.5109665787757749,0.5367561260210035,0.501360544217687,1714,entropy,3,3
96,0.5133851816460512,0.536834427425237,0.5020408163265306,1371,entropy,3,3
97,0.4822398522733057,0.5389105058365758,0.5040816326530613,1028,entropy,3,3
98,0.45387305064088307,0.4978102189781022,0.5020408163265306,685,entropy,3,3
99,0.44277891914290446,0.5233918128654971,0.4782312925170068,342,entropy,3,3
100,0.5180571771051592,0.5215869311551925,0.48639455782312924,3428,entropy,3,4
101,0.5095834651412863,0.5144246353322528,0.4857142857142857,3085,entropy,3,4
102,0.5124374275682061,0.512764405543399,0.4857142857142857,2742,entropy,3,4
103,0.5089475594744783,0.5268862025844102,0.5020408163265306,2399,entropy,3,4
104,0.515100909365797,0.519455252918288,0.49523809523809526,2056,entropy,3,4
105,0.5109665787757749,0.5367561260210035,0.501360544217687,1714,entropy,3,4
106,0.5133851816460512,0.536834427425237,0.5020408163265306,1371,entropy,3,4
107,0.4822398522733057,0.5389105058365758,0.5040816326530613,1028,entropy,3,4
108,0.4508879760140173,0.4978102189781022,0.5020408163265306,685,entropy,3,4
109,0.44277891914290446,0.5233918128654971,0.4782312925170068,342,entropy,3,4
110,0.5180571771051592,0.5215869311551925,0.48639455782312924,3428,entropy,3,5
111,0.5095834651412863,0.5144246353322528,0.4857142857142857,3085,entropy,3,5
112,0.5124374275682061,0.512764405543399,0.4857142857142857,2742,entropy,3,5
113,0.5089475594744783,0.5268862025844102,0.5020408163265306,2399,entropy,3,5
114,0.515100909365797,0.519455252918288,0.49523809523809526,2056,entropy,3,5
115,0.5109665787757749,0.5367561260210035,0.501360544217687,1714,entropy,3,5
116,0.51483445700837,0.536834427425237,0.5020408163265306,1371,entropy,3,5
117,0.4822398522733057,0.5389105058365758,0.5040816326530613,1028,entropy,3,5
118,0.44939543870058446,0.4948905109489051,0.49523809523809526,685,entropy,3,5
119,0.4398803684182668,0.5233918128654971,0.4782312925170068,342,entropy,3,5
120,0.5186385724539964,0.5215869311551925,0.48639455782312924,3428,entropy,3,10
121,0.5102296686954058,0.5144246353322528,0.4857142857142857,3085,entropy,3,10
122,0.5131633803812733,0.512764405543399,0.4857142857142857,2742,entropy,3,10
123,0.5085326217151422,0.5256356815339724,0.5020408163265306,2399,entropy,3,10
124,0.5170427598975083,0.519455252918288,0.49523809523809526,2056,entropy,3,10
125,0.510388544093694,0.5367561260210035,0.5020408163265306,1714,entropy,3,10
126,0.5097221779830475,0.536834427425237,0.5020408163265306,1371,entropy,3,10
127,0.48322507394818254,0.5389105058365758,0.5040816326530613,1028,entropy,3,10
128,0.4525798011614256,0.4948905109489051,0.49863945578231295,685,entropy,3,10
129,0.451952756824479,0.5233918128654971,0.4782312925170068,342,entropy,3,10
130,0.5186385724539964,0.5233372228704785,0.48639455782312924,3428,entropy,3,20
131,0.5108758722495254,0.5160453808752026,0.4857142857142857,3085,entropy,3,20
132,0.5135270167449096,0.5138584974471189,0.4857142857142857,2742,entropy,3,20
133,0.5076931920054196,0.5268862025844102,0.5020408163265306,2399,entropy,3,20
134,0.5141347432002334,0.517023346303502,0.49523809523809526,2056,entropy,3,20
135,0.5115615646215532,0.5350058343057176,0.5020408163265306,1714,entropy,3,20
136,0.5104468156642069,0.5346462436177972,0.5020408163265306,1371,entropy,3,20
137,0.48418661240972105,0.5389105058365758,0.5040816326530613,1028,entropy,3,20
138,0.4657124761876276,0.4992700729927007,0.49523809523809526,685,entropy,3,20
139,0.4629698234666657,0.52046783625731,0.48299319727891155,342,entropy,3,20
140,0.5323639856270386,0.5697199533255543,0.5122448979591837,3428,entropy,5,1
141,0.52319305300625,0.5614262560777958,0.5176870748299319,3085,entropy,5,1
142,0.5226012354024335,0.5667396061269147,0.507482993197279,2742,entropy,5,1
143,0.5089195407164571,0.5514797832430179,0.5054421768707483,2399,entropy,5,1
144,0.524250053691053,0.5447470817120622,0.48367346938775513,2056,entropy,5,1
145,0.5009608829302615,0.5746791131855309,0.5108843537414965,1714,entropy,5,1
146,0.5112358655836917,0.587162654996353,0.5163265306122449,1371,entropy,5,1
147,0.4783642888249167,0.5933852140077821,0.49455782312925173,1028,entropy,5,1
148,0.45140801563232247,0.5547445255474452,0.4959183673469388,685,entropy,5,1
149,0.4121406118536206,0.6812865497076024,0.41020408163265304,342,entropy,5,1
150,0.5323639856270386,0.5697199533255543,0.5122448979591837,3428,entropy,5,2
151,0.5235193018785409,0.5607779578606159,0.5170068027210885,3085,entropy,5,2
152,0.5222382589958998,0.5663749088256747,0.508843537414966,2742,entropy,5,2
153,0.5089186780599928,0.5506461025427262,0.5047619047619047,2399,entropy,5,2
154,0.524250053691053,0.5447470817120622,0.48367346938775513,2056,entropy,5,2
155,0.50211862775727,0.574095682613769,0.5129251700680272,1714,entropy,5,2
156,0.5112358655836917,0.5857038657913931,0.5142857142857142,1371,entropy,5,2
157,0.47932582728645523,0.5904669260700389,0.4931972789115646,1028,entropy,5,2
158,0.4470045012891447,0.5489051094890511,0.5006802721088436,685,entropy,5,2
159,0.41490103167466497,0.6754385964912281,0.40476190476190477,342,entropy,5,2
160,0.5323639856270386,0.5694282380396732,0.5115646258503401,3428,entropy,5,3
161,0.5225452759045149,0.5604538087520259,0.5176870748299319,3085,entropy,5,3
162,0.5218746226322636,0.5663749088256747,0.508843537414966,2742,entropy,5,3
163,0.5085011306746161,0.5502292621925803,0.5047619047619047,2399,entropy,5,3
164,0.5232791284251974,0.5452334630350194,0.48367346938775513,2056,entropy,5,3
165,0.5032985687602199,0.574095682613769,0.5122448979591837,1714,entropy,5,3
166,0.5082969687317513,0.5835156819839533,0.5122448979591837,1371,entropy,5,3
167,0.4812015377828553,0.5894941634241245,0.49455782312925173,1028,entropy,5,3
168,0.46157547094626955,0.5445255474452555,0.501360544217687,685,entropy,5,3
169,0.42932188515374853,0.6666666666666666,0.4020408163265306,342,entropy,5,3
170,0.5320728648119002,0.5694282380396732,0.5129251700680272,3428,entropy,5,4
171,0.5225452759045149,0.5604538087520259,0.5176870748299319,3085,entropy,5,4
172,0.5207770511437857,0.5656455142231948,0.5081632653061224,2742,entropy,5,4
173,0.5064064597835609,0.5493955814922884,0.5034013605442177,2399,entropy,5,4
174,0.524259503085368,0.5432879377431906,0.4850340136054422,2056,entropy,5,4
175,0.5033088291167672,0.5717619603267211,0.5122448979591837,1714,entropy,5,4
176,0.5016303020650847,0.5813274981765135,0.5122448979591837,1371,entropy,5,4
177,0.48029716894873864,0.5875486381322957,0.49455782312925173,1028,entropy,5,4
178,0.4514655074216612,0.5416058394160584,0.4993197278911565,685,entropy,5,4
179,0.4038754874042002,0.6403508771929824,0.40068027210884355,342,entropy,5,4
180,0.5326593750758298,0.5694282380396732,0.5129251700680272,3428,entropy,5,5
181,0.5231951544646621,0.5604538087520259,0.5176870748299319,3085,entropy,5,5
182,0.5215096518763864,0.5652808169219548,0.5081632653061224,2742,entropy,5,5
183,0.5068283310520971,0.5477282200917049,0.5061224489795918,2399,entropy,5,5
184,0.5262107342051248,0.5428015564202334,0.4857142857142857,2056,entropy,5,5
185,0.5050360926913834,0.5694282380396732,0.5115646258503401,1714,entropy,5,5
186,0.5037962520571216,0.5813274981765135,0.5142857142857142,1371,entropy,5,5
187,0.4793356304872002,0.5885214007782101,0.49727891156462584,1028,entropy,5,5
188,0.45565915527858386,0.5386861313868613,0.4931972789115646,685,entropy,5,5
189,0.41630623689557433,0.6345029239766082,0.4020408163265306,342,entropy,5,5
190,0.5326538370200178,0.5685530921820303,0.5027210884353741,3428,entropy,5,10
191,0.521888580335496,0.560129659643436,0.5122448979591837,3085,entropy,5,10
192,0.5218679553202945,0.563092633114515,0.5047619047619047,2742,entropy,5,10
193,0.5101539044344935,0.5452271779908295,0.4965986394557823,2399,entropy,5,10
194,0.5208637560778341,0.539396887159533,0.47551020408163264,2056,entropy,5,10
195,0.5044462718543852,0.55950991831972,0.5163265306122449,1714,entropy,5,10
196,0.504625648103909,0.574033552151714,0.5142857142857142,1371,entropy,5,10
197,0.4850476916290091,0.5768482490272373,0.4925170068027211,1028,entropy,5,10
198,0.46029410250904046,0.545985401459854,0.4897959183673469,685,entropy,5,10
199,0.4283592320826237,0.5906432748538012,0.4061224489795918,342,entropy,5,10
200,0.5332454099078421,0.5665110851808635,0.508843537414966,3428,entropy,5,20
201,0.5232003877411441,0.5607779578606159,0.5081632653061224,3085,entropy,5,20
202,0.5255190121735095,0.5619985412107951,0.5061224489795918,2742,entropy,5,20
203,0.5160430922925268,0.5418924551896623,0.5040816326530613,2399,entropy,5,20
204,0.5082655231231717,0.5330739299610895,0.47891156462585033,2056,entropy,5,20
205,0.49869504098282313,0.5513418903150525,0.5027210884353741,1714,entropy,5,20
206,0.5178379430553344,0.5681983953318746,0.5081632653061224,1371,entropy,5,20
207,0.5034884312805055,0.5797665369649806,0.47551020408163264,1028,entropy,5,20
208,0.4352449831065369,0.5343065693430656,0.5047619047619047,685,entropy,5,20
209,0.46590445751096876,0.5847953216374269,0.4435374149659864,342,entropy,5,20
210,0.540549446615709,0.7832555425904317,0.54421768707483,3428,entropy,10,1
211,0.5455336981247862,0.786709886547812,0.5510204081632653,3085,entropy,10,1
212,0.529943809237949,0.788475565280817,0.536734693877551,2742,entropy,10,1
213,0.5101668866848103,0.8049187161317215,0.49795918367346936,2399,entropy,10,1
214,0.5111627885277357,0.7811284046692607,0.5306122448979592,2056,entropy,10,1
215,0.4707863202856791,0.8074679113185531,0.4816326530612245,1714,entropy,10,1
216,0.4895289412680717,0.8351568198395332,0.48435374149659866,1371,entropy,10,1
217,0.4494609653513411,0.8375486381322957,0.47006802721088436,1028,entropy,10,1
218,0.4305460908886256,0.8510948905109489,0.46462585034013604,685,entropy,10,1
219,0.41201384650270045,0.9736842105263158,0.4129251700680272,342,entropy,10,1
220,0.5317744389251585,0.7637106184364061,0.5414965986394558,3428,entropy,10,2
221,0.5364637832484499,0.7630470016207456,0.5414965986394558,3085,entropy,10,2
222,0.5251873659693681,0.7633114514952589,0.54421768707483,2742,entropy,10,2
223,0.505991379208643,0.7757398916215089,0.49387755102040815,2399,entropy,10,2
224,0.5116187995862447,0.7577821011673151,0.5238095238095238,2056,entropy,10,2
225,0.47784994368371436,0.7782963827304551,0.47687074829931975,1714,entropy,10,2
226,0.4895046982003503,0.7913931436907367,0.4782312925170068,1371,entropy,10,2
227,0.46192340212540933,0.7957198443579766,0.44081632653061226,1028,entropy,10,2
228,0.4159194259579314,0.8014598540145985,0.4523809523809524,685,entropy,10,2
229,0.4030310169307162,0.8918128654970761,0.4054421768707483,342,entropy,10,2
230,0.5282797310198962,0.7508751458576429,0.5462585034013605,3428,entropy,10,3
231,0.5342052331814239,0.7523500810372772,0.527891156462585,3085,entropy,10,3
232,0.5302995312156906,0.7538293216630197,0.545578231292517,2742,entropy,10,3
233,0.5085053232529751,0.7619841600666944,0.507482993197279,2399,entropy,10,3
234,0.5096158885981297,0.7412451361867705,0.5190476190476191,2056,entropy,10,3
235,0.47783482416547046,0.7561260210035006,0.48095238095238096,1714,entropy,10,3
236,0.4735228539576366,0.7738876732312181,0.4816326530612245,1371,entropy,10,3
237,0.448619492533543,0.7879377431906615,0.44013605442176873,1028,entropy,10,3
238,0.42614716514458706,0.7708029197080292,0.45714285714285713,685,entropy,10,3
239,0.4060978459987701,0.8567251461988304,0.41360544217687073,342,entropy,10,3
240,0.5376190297217367,0.7389148191365228,0.5333333333333333,3428,entropy,10,4
241,0.5296529463499365,0.7351701782820097,0.5340136054421769,3085,entropy,10,4
242,0.524095136911414,0.7370532458059811,0.5435374149659864,2742,entropy,10,4
243,0.5039210695741703,0.7432263443101292,0.5047619047619047,2399,entropy,10,4
244,0.5061950961712038,0.7271400778210116,0.5176870748299319,2056,entropy,10,4
245,0.48718692293429394,0.7292882147024504,0.48367346938775513,1714,entropy,10,4
246,0.4619127249562032,0.7563822027716995,0.46938775510204084,1371,entropy,10,4
247,0.45139384547516304,0.754863813229572,0.43537414965986393,1028,entropy,10,4
248,0.4347861817202837,0.7503649635036497,0.43673469387755104,685,entropy,10,4
249,0.42228425244557083,0.7982456140350878,0.40816326530612246,342,entropy,10,4
250,0.5367593156925351,0.7307467911318553,0.5333333333333333,3428,entropy,10,5
251,0.5303033579132673,0.7290113452188006,0.5258503401360545,3085,entropy,10,5
252,0.5230188725562677,0.7272064186725018,0.527891156462585,2742,entropy,10,5
253,0.5113698906671211,0.7344726969570654,0.5061224489795918,2399,entropy,10,5
254,0.5125074028827257,0.7159533073929961,0.5122448979591837,2056,entropy,10,5
255,0.4900854822824162,0.7176196032672112,0.4850340136054422,1714,entropy,10,5
256,0.475519810302419,0.7425237053245806,0.4741496598639456,1371,entropy,10,5
257,0.4504853998291981,0.7344357976653697,0.4557823129251701,1028,entropy,10,5
258,0.43935352165409736,0.7065693430656934,0.44693877551020406,685,entropy,10,5
259,0.4114486871310225,0.7426900584795322,0.44285714285714284,342,entropy,10,5
260,0.5379228966142658,0.6931155192532089,0.5210884353741496,3428,entropy,10,10
261,0.5225363217905213,0.6888168557536467,0.508843537414966,3085,entropy,10,10
262,0.5047227281400947,0.6838074398249453,0.5285714285714286,2742,entropy,10,10
263,0.5131211997320785,0.6786160900375157,0.5224489795918368,2399,entropy,10,10
264,0.49951143185790015,0.6775291828793775,0.5224489795918368,2056,entropy,10,10
265,0.485989733544048,0.6726954492415402,0.46258503401360546,1714,entropy,10,10
266,0.4791594556811948,0.6812545587162655,0.49183673469387756,1371,entropy,10,10
267,0.47668542000116887,0.683852140077821,0.47210884353741495,1028,entropy,10,10
268,0.4515768979687998,0.6233576642335766,0.47346938775510206,685,entropy,10,10
269,0.4315064389230606,0.6491228070175439,0.40748299319727893,342,entropy,10,10
270,0.5361668964144222,0.6446907817969662,0.5129251700680272,3428,entropy,10,20
271,0.5244775567297015,0.6285251215559157,0.49183673469387756,3085,entropy,10,20
272,0.5167639253454369,0.6291028446389497,0.5020408163265306,2742,entropy,10,20
273,0.4944029747563919,0.6235931638182576,0.5040816326530613,2399,entropy,10,20
274,0.5014934763428219,0.6303501945525292,0.49795918367346936,2056,entropy,10,20
275,0.4860568753808671,0.6131855309218203,0.48367346938775513,1714,entropy,10,20
276,0.5068397303179912,0.6068563092633115,0.5061224489795918,1371,entropy,10,20
277,0.4863032318513533,0.6167315175097277,0.47278911564625853,1028,entropy,10,20
278,0.4334813992292033,0.5824817518248175,0.4897959183673469,685,entropy,10,20
279,0.46590445751096876,0.5847953216374269,0.4435374149659864,342,entropy,10,20
280,0.5606756608214547,0.9591598599766628,0.5755102040816327,3428,entropy,15,1
281,0.5549461150755911,0.9572123176661265,0.5544217687074829,3085,entropy,15,1
282,0.5452538344361797,0.9423778264040846,0.5551020408163265,2742,entropy,15,1
283,0.5168837016374197,0.9833263859941642,0.5258503401360545,2399,entropy,15,1
284,0.5126735709624506,0.9542801556420234,0.5421768707482993,2056,entropy,15,1
285,0.5005692571129651,0.9784130688448075,0.4884353741496599,1714,entropy,15,1
286,0.47347507564898866,0.9839533187454412,0.49047619047619045,1371,entropy,15,1
287,0.4475378884282642,0.9766536964980544,0.4775510204081633,1028,entropy,15,1
288,0.4406716617419627,0.9883211678832117,0.45918367346938777,685,entropy,15,1
289,0.38590323350777056,1.0,0.3979591836734694,342,entropy,15,1
290,0.5405264633934613,0.9037339556592765,0.5653061224489796,3428,entropy,15,2
291,0.5413375779398335,0.8962722852512156,0.5319727891156463,3085,entropy,15,2
292,0.5335450091391362,0.888037928519329,0.54421768707483,2742,entropy,15,2
293,0.5076792480513236,0.9116298457690705,0.508843537414966,2399,entropy,15,2
294,0.5053425633088533,0.8959143968871596,0.5095238095238095,2056,entropy,15,2
295,0.4842740682126025,0.9159859976662778,0.4707482993197279,1714,entropy,15,2
296,0.46182460052025276,0.900072939460248,0.4850340136054422,1371,entropy,15,2
297,0.45703485697695684,0.8988326848249028,0.45510204081632655,1028,entropy,15,2
298,0.42173129257950936,0.9007299270072993,0.44693877551020406,685,entropy,15,2
299,0.3911779587824958,0.9093567251461988,0.40680272108843535,342,entropy,15,2
300,0.5379072298710269,0.8701866977829639,0.5530612244897959,3428,entropy,15,3
301,0.5283615899709034,0.8609400324149109,0.535374149659864,3085,entropy,15,3
302,0.5259205805696178,0.8599562363238512,0.5346938775510204,2742,entropy,15,3
303,0.5060630431333865,0.8732805335556482,0.5122448979591837,2399,entropy,15,3
304,0.499436966836612,0.8570038910505836,0.5040816326530613,2056,entropy,15,3
305,0.48418923098708194,0.8745624270711785,0.48775510204081635,1714,entropy,15,3
306,0.4531126683300596,0.8665207877461707,0.48299319727891155,1371,entropy,15,3
307,0.4632990079914938,0.8667315175097277,0.4421768707482993,1028,entropy,15,3
308,0.4423013314003376,0.8554744525547445,0.45782312925170066,685,entropy,15,3
309,0.3895730254335879,0.868421052631579,0.3904761904761905,342,entropy,15,3
310,0.537046553897133,0.8310968494749125,0.5482993197278911,3428,entropy,15,4
311,0.5244644455303678,0.8256077795786062,0.5333333333333333,3085,entropy,15,4
312,0.5251501279508595,0.8278628738147338,0.5285714285714286,2742,entropy,15,4
313,0.504777424666812,0.8332638599416423,0.5027210884353741,2399,entropy,15,4
314,0.5062494303137687,0.8239299610894941,0.5061224489795918,2056,entropy,15,4
315,0.5111352367576185,0.8267211201866977,0.48775510204081635,1714,entropy,15,4
316,0.4531052361487144,0.8198395331874544,0.45782312925170066,1371,entropy,15,4
317,0.46021920051127463,0.8239299610894941,0.41836734693877553,1028,entropy,15,4
318,0.4478738082084034,0.8014598540145985,0.45782312925170066,685,entropy,15,4
319,0.4134493029492618,0.7953216374269005,0.408843537414966,342,entropy,15,4
320,0.5300600850069046,0.8068844807467911,0.5326530612244897,3428,entropy,15,5
321,0.522205357367771,0.7993517017828201,0.5224489795918368,3085,entropy,15,5
322,0.5193227411599761,0.8070751276440554,0.5163265306122449,2742,entropy,15,5
323,0.4988609494024213,0.8078365985827428,0.5176870748299319,2399,entropy,15,5
324,0.5028548119364161,0.7937743190661478,0.5068027210884354,2056,entropy,15,5
325,0.5092786846734255,0.7905484247374562,0.48707482993197276,1714,entropy,15,5
326,0.46612411742846527,0.7950401167031363,0.4605442176870748,1371,entropy,15,5
327,0.44553395866442697,0.7821011673151751,0.4414965986394558,1028,entropy,15,5
328,0.4393779511331511,0.7503649635036497,0.4435374149659864,685,entropy,15,5
329,0.42085666229527446,0.7456140350877193,0.43673469387755104,342,entropy,15,5
330,0.5376420539366261,0.7257876312718786,0.5217687074829932,3428,entropy,15,10
331,0.5166905822139757,0.7176661264181523,0.49455782312925173,3085,entropy,15,10
332,0.49813467404475775,0.7133479212253829,0.5265306122448979,2742,entropy,15,10
333,0.503201008864557,0.6977907461442268,0.5224489795918368,2399,entropy,15,10
334,0.49562300584681196,0.6906614785992218,0.5224489795918368,2056,entropy,15,10
335,0.496509300964221,0.6866977829638273,0.4605442176870748,1714,entropy,15,10
336,0.4733623542319195,0.6885485047410649,0.4850340136054422,1371,entropy,15,10
337,0.48153475234664117,0.6896887159533074,0.47006802721088436,1028,entropy,15,10
338,0.4559670386648752,0.6335766423357664,0.46462585034013604,685,entropy,15,10
339,0.4315064389230606,0.6461988304093568,0.40748299319727893,342,entropy,15,10
340,0.530919038288437,0.6476079346557759,0.5095238095238095,3428,entropy,15,20
341,0.5254542018881622,0.6388978930307941,0.4897959183673469,3085,entropy,15,20
342,0.517868154449666,0.6349380014587892,0.49183673469387756,2742,entropy,15,20
343,0.4923118199161084,0.6235931638182576,0.5040816326530613,2399,entropy,15,20
344,0.49713385658677983,0.6303501945525292,0.49115646258503404,2056,entropy,15,20
345,0.48547378500185834,0.6131855309218203,0.48367346938775513,1714,entropy,15,20
346,0.5053904549556724,0.6083150984682714,0.501360544217687,1371,entropy,15,20
347,0.4863032318513533,0.6167315175097277,0.47278911564625853,1028,entropy,15,20
348,0.4334813992292033,0.5824817518248175,0.4897959183673469,685,entropy,15,20
349,0.46590445751096876,0.5847953216374269,0.4435374149659864,342,entropy,15,20
350,0.5624309080236984,0.9976662777129521,0.5863945578231292,3428,entropy,20,1
351,0.5588464167961321,0.9944894651539709,0.5585034013605442,3085,entropy,20,1
