@relation winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R12-precision6-weka.filters.unsupervised.attribute.Remove-R12_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A7-N200-T0.01

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
0.003143,-0.01967,0.021834,-0.005316,-0.003556,0.02469,-0.010142,'\'(5.4-6]\''
0.006729,-0.004193,-0.014181,-0.002596,-0.011825,0.012637,0.014441,'\'(5.4-6]\''
0.010008,0.009761,0.006986,-0.01,-0.001637,0.00328,0.012838,'\'(5.4-6]\''
0.020712,-0.001164,-0.002114,0.007064,-0.008766,0.005136,0.006928,'\'(5.4-6]\''
-0.018759,0.002797,0.010996,0.009932,-0.00282,-0.006828,0.017145,'\'(6.6-7.2]\''
0.017534,-0.012598,0.001413,-0.001233,0.008039,0.010396,0.019427,'\'(5.4-6]\''
0.020558,-0.007705,-0.033041,-0.010214,-0.009585,0.004348,0.043476,'\'(5.4-6]\''
0.001908,-0.007662,-0.014193,-0.000013,-0.006741,-0.008869,0.012722,'\'(5.4-6]\''
-0.01027,0.010157,-0.027784,-0.015481,0.000487,0.011058,0.013463,'\'(5.4-6]\''
0.014562,-0.005298,0.001839,-0.004505,-0.003645,0.030028,-0.026458,'\'(4.8-5.4]\''
0.030473,-0.003711,0.014187,-0.007197,-0.007941,-0.017034,0.005929,'\'(4.8-5.4]\''
0.00663,-0.006231,-0.007441,0.017987,-0.005674,0.004958,-0.011949,'\'(4.8-5.4]\''
0.008283,-0.016469,-0.005657,0.008056,-0.017437,-0.011386,-0.0093,'\'(5.4-6]\''
0.002228,-0.013751,-0.015862,-0.017913,0.002171,-0.00117,-0.00721,'\'(4.8-5.4]\''
0.002228,-0.013751,-0.015862,-0.017913,0.002171,-0.00117,-0.00721,'\'(4.8-5.4]\''
0.008648,-0.017825,-0.007996,-0.02846,0.02321,-0.050032,-0.001195,'\'(5.4-6]\''
0.008952,-0.019242,-0.009024,-0.027875,0.022064,-0.051488,-0.003016,'\'(5.4-6]\''
0.010366,-0.005065,0.005377,0.00586,0.015494,-0.000869,-0.005473,'\'(5.4-6]\''
-0.004118,0.00132,-0.007656,0.006808,0.01336,0.010065,0.004585,'\'(5.4-6]\''
-0.003414,-0.002058,-0.008096,0.005494,0.013309,0.011457,0.006794,'\'(5.4-6]\''
0.002438,-0.015183,-0.003057,-0.000039,0.009716,0.010668,0.008151,'\'(6.6-7.2]\''
-0.020365,-0.002776,0.011408,0.014015,-0.003739,-0.002958,-0.005699,'\'(3.6-4.2]\''
-0.020316,-0.003985,0.011698,0.015875,-0.002228,-0.003806,-0.006944,'\'(4.8-5.4]\''
0.010366,-0.005065,0.005377,0.00586,0.015494,-0.000869,-0.005473,'\'(5.4-6]\''
0.01295,-0.000461,-0.005665,-0.012351,0.005164,0.008696,0.009606,'\'(4.8-5.4]\''
0.023328,-0.014624,0.012607,-0.010178,-0.007774,0.013654,0.007801,'\'(5.4-6]\''
-0.009246,-0.001905,-0.005066,-0.004788,-0.001339,-0.00204,0.017022,'\'(6.6-7.2]\''
0.005773,0.007962,-0.021278,-0.010827,-0.002767,0.000343,0.006612,'\'(6.6-7.2]\''
0.003801,-0.000228,-0.016606,-0.013095,-0.0163,-0.003136,0.001039,'\'(5.4-6]\''
0.018884,-0.008596,-0.03279,-0.01511,0.018221,-0.033511,-0.005077,'\'(5.4-6]\''
0.004622,-0.018089,-0.001868,0.016308,-0.005009,0.027376,-0.010094,'\'(5.4-6]\''
0.003419,-0.025223,-0.001082,0.002544,0.007169,0.030165,-0.017492,'\'(5.4-6]\''
-0.005846,0.000433,-0.012789,-0.020415,0.001461,0.004399,-0.014336,'\'(5.4-6]\''
-0.006295,0.006333,-0.007951,0.014667,0.004567,-0.020872,-0.002109,'\'(5.4-6]\''
-0.001958,-0.014658,-0.028221,-0.007668,-0.020764,0.000587,0.016759,'\'(5.4-6]\''
0.000731,-0.005044,-0.017448,-0.00015,0.031761,-0.013676,-0.003549,'\'(5.4-6]\''
-0.005846,0.000433,-0.012789,-0.020415,0.001461,0.004399,-0.014336,'\'(5.4-6]\''
0.002893,-0.017726,0.002306,0.044358,-0.000141,0.003783,-0.016221,'\'(4.8-5.4]\''
-0.006295,0.006333,-0.007951,0.014667,0.004567,-0.020872,-0.002109,'\'(5.4-6]\''
0.001148,-0.00294,-0.0052,0.005506,0.003066,-0.000105,0.00695,'\'(5.4-6]\''
-0.016088,0.006283,-0.005187,0.018827,0.023479,-0.003989,0.00608,'\'(4.8-5.4]\''
-0.001159,-0.010116,0.005436,-0.001424,-0.012868,0.007431,-0.006319,'\'(6.6-7.2]\''
-0.03605,-0.024353,-0.001463,-0.002069,-0.006305,-0.007552,-0.001717,'\'(4.8-5.4]\''
-0.010718,0.011745,-0.007986,-0.003173,0.00348,0.001098,0.023021,'\'(7.8-8.4]\''
0.012202,-0.007957,-0.01556,-0.002626,0.007328,-0.004275,-0.00182,'\'(4.8-5.4]\''
0.000664,-0.007251,-0.000056,0.007917,0.008275,0.02541,-0.029223,'\'(5.4-6]\''
-0.000909,-0.005736,0.023395,0.00481,0.013035,0.021691,0.003101,'\'(4.8-5.4]\''
0.010956,0.025811,0.023562,-0.008805,0.009847,0.031853,0.021256,'\'(4.8-5.4]\''
0.010882,-0.007723,-0.033734,0.015886,0.017517,-0.011652,0.02131,'\'(5.4-6]\''
-0.010718,0.011745,-0.007986,-0.003173,0.00348,0.001098,0.023021,'\'(7.8-8.4]\''
0.012202,-0.007957,-0.01556,-0.002626,0.007328,-0.004275,-0.00182,'\'(4.8-5.4]\''
0.013691,-0.004777,-0.000332,-0.017151,-0.020746,-0.01171,0.009938,'\'(6.6-7.2]\''
-0.00542,0.016531,0.000748,0.004536,-0.004296,-0.009937,0.029017,'\'(6.6-7.2]\''
-0.002908,-0.002586,-0.011121,-0.003705,0.03196,-0.010712,0.002832,'\'(4.8-5.4]\''
-0.001756,0.007466,-0.020808,0.030831,-0.004001,-0.015582,0.001616,'\'(4.8-5.4]\''
-0.017164,0.011562,-0.003131,-0.003737,0.009361,0.007724,0.033462,'\'(5.4-6]\''
-0.017127,-0.012704,-0.005642,-0.015771,0.010366,0.011805,0.001968,'\'(5.4-6]\''
-0.003341,-0.013238,0.008165,0.003912,0.004415,-0.0087,-0.000608,'\'(4.8-5.4]\''
0.010658,-0.014914,0.006655,-0.005758,0.001367,0.024421,0.001658,'\'(5.4-6]\''
-0.015275,-0.000477,-0.024137,0.010635,-0.012614,-0.011416,-0.008478,'\'(4.8-5.4]\''
-0.014638,0.001971,-0.024229,0.011832,-0.012628,-0.011335,-0.007276,'\'(5.4-6]\''
-0.011707,0.000256,-0.022999,0.006552,-0.011116,-0.011788,-0.008037,'\'(5.4-6]\''
-0.015417,-0.015687,0.009047,-0.016417,-0.001788,0.004468,-0.008435,'\'(5.4-6]\''
-0.015275,-0.000477,-0.024137,0.010635,-0.012614,-0.011416,-0.008478,'\'(4.8-5.4]\''
-0.014638,0.001971,-0.024229,0.011832,-0.012628,-0.011335,-0.007276,'\'(5.4-6]\''
-0.011707,0.000256,-0.022999,0.006552,-0.011116,-0.011788,-0.008037,'\'(5.4-6]\''
-0.008081,-0.005124,0.00273,0.000533,0.00109,0.015875,-0.028143,'\'(4.8-5.4]\''
0.002955,-0.009043,0.011216,-0.010512,-0.024758,-0.004974,0.003118,'\'(6.6-7.2]\''
0.001514,-0.01089,0.009665,-0.012979,-0.02392,-0.002939,0.00294,'\'(6.6-7.2]\''
0.000317,-0.017811,0.005759,-0.013049,-0.012143,-0.000565,0.010667,'\'(6.6-7.2]\''
-0.007615,-0.029956,0.007763,0.000349,0.003658,0.017149,-0.024914,'\'(5.4-6]\''
0.002963,0.01296,-0.028804,0.007183,-0.002708,0.016081,-0.029909,'\'(5.4-6]\''
0.016252,-0.019372,-0.010424,0.012956,-0.005024,-0.015025,0.011884,'\'(6.6-7.2]\''
0.022359,-0.038904,-0.027749,0.023465,-0.006248,-0.01196,0.011599,'\'(3.6-4.2]\''
0.002963,0.01296,-0.028804,0.007183,-0.002708,0.016081,-0.029909,'\'(5.4-6]\''
-0.004044,-0.024001,-0.003344,-0.004528,0.010059,0.001927,-0.015923,'\'(4.8-5.4]\''
-0.009253,-0.021278,-0.01368,-0.030621,-0.009347,0.007865,0.009499,'\'(4.8-5.4]\''
-0.005582,0.000747,0.000017,-0.022045,-0.000116,0.004339,-0.011783,'\'(4.8-5.4]\''
-0.000504,-0.012756,0.000906,-0.005802,0.014853,-0.006201,-0.014828,'\'(4.8-5.4]\''
-0.004044,-0.024001,-0.003344,-0.004528,0.010059,0.001927,-0.015923,'\'(4.8-5.4]\''
0.003752,-0.017337,-0.025398,-0.022405,0.003039,0.002043,-0.002009,'\'(5.4-6]\''
-0.009253,-0.021278,-0.01368,-0.030621,-0.009347,0.007865,0.009499,'\'(4.8-5.4]\''
-0.022992,-0.009408,-0.000997,-0.014453,0.008452,0.006177,-0.000877,'\'(5.4-6]\''
-0.022992,-0.009408,-0.000997,-0.014453,0.008452,0.006177,-0.000877,'\'(5.4-6]\''
-0.005147,-0.00691,0.005711,0.01643,0.00216,0.01724,0.007245,'\'(4.8-5.4]\''
-0.00502,-0.003632,-0.016833,-0.019381,0.014014,-0.023398,-0.025573,'\'(5.4-6]\''
0.007407,-0.019907,0.009299,-0.000455,0.012758,0.028257,-0.028631,'\'(4.8-5.4]\''
-0.010474,-0.007354,0.004551,-0.008539,0.003511,-0.012896,-0.013924,'\'(4.8-5.4]\''
-0.00171,0.009517,-0.00471,0.016123,0.006853,0.00218,-0.002849,'\'(4.8-5.4]\''
-0.00171,0.009517,-0.00471,0.016123,0.006853,0.00218,-0.002849,'\'(4.8-5.4]\''
0.011597,0.030207,0.003614,0.019172,0.004003,-0.001511,0.01142,'\'(3.6-4.2]\''
0.005841,0.003837,0.00256,0.007429,-0.009422,0.011606,-0.008899,'\'(5.4-6]\''
0.02018,0.005973,-0.007324,-0.010856,-0.006871,-0.00043,0.0051,'\'(5.4-6]\''
-0.010474,-0.007354,0.004551,-0.008539,0.003511,-0.012896,-0.013924,'\'(4.8-5.4]\''
-0.00519,-0.00887,0.003802,-0.003316,0.006987,-0.005604,-0.011304,'\'(4.8-5.4]\''
-0.013421,0.014696,-0.00086,0.013122,0.014551,-0.007367,-0.000579,'\'(4.8-5.4]\''
-0.008526,-0.009236,-0.00454,-0.003985,0.023058,-0.007886,0.005474,'\'(4.8-5.4]\''
0.016374,-0.014842,-0.014452,-0.015015,-0.000401,0.004367,0.005969,'\'(4.8-5.4]\''
0.02533,-0.00465,-0.015737,-0.000221,0.009271,0.018436,-0.003224,'\'(5.4-6]\''
0.019215,-0.004829,-0.017483,-0.019094,0.003586,-0.003349,-0.009803,'\'(5.4-6]\''
-0.019595,-0.007558,-0.006861,-0.011225,-0.02027,0.001791,0.00699,'\'(5.4-6]\''
-0.002246,-0.009837,-0.000099,0.017332,-0.004845,-0.003741,0.001438,'\'(4.8-5.4]\''
-0.003017,-0.002579,0.003761,-0.006402,-0.006166,0.029174,0.002511,'\'(6.6-7.2]\''
-0.002762,0.012575,-0.001144,0.000455,-0.01589,0.010156,-0.004803,'\'(6.6-7.2]\''
-0.000856,0.011873,-0.000375,0.000783,-0.015583,0.011935,-0.005112,'\'(5.4-6]\''
0.00546,0.0193,-0.02355,-0.003725,-0.011754,0.008621,-0.007571,'\'(4.8-5.4]\''
-0.003017,-0.002579,0.003761,-0.006402,-0.006166,0.029174,0.002511,'\'(6.6-7.2]\''
-0.017271,-0.005069,0.007847,0.014051,-0.003799,0.020785,-0.016528,'\'(4.8-5.4]\''
-0.009941,-0.010077,-0.000294,-0.007173,0.004891,0.022887,-0.012786,'\'(4.8-5.4]\''
-0.017884,-0.014036,0.000396,0.006119,0.006114,0.019922,-0.00682,'\'(4.8-5.4]\''
-0.011245,-0.006852,0.001358,-0.005672,0.002543,0.019969,-0.006871,'\'(4.8-5.4]\''
0.004338,-0.021766,-0.015254,0.004983,-0.015652,-0.000706,0.012629,'\'(5.4-6]\''
-0.004065,0.005501,-0.024762,0.004043,-0.012347,-0.006819,-0.006293,'\'(4.8-5.4]\''
-0.006608,0.004444,-0.014282,-0.001419,0.000133,-0.00024,0.00757,'\'(6.6-7.2]\''
0.010921,0.002608,0.000921,0.003326,-0.009185,-0.008177,0.029511,'\'(5.4-6]\''
0.002917,0.018964,-0.019796,0.005272,-0.004609,-0.008504,0.005938,'\'(4.8-5.4]\''
-0.004065,0.005501,-0.024762,0.004043,-0.012347,-0.006819,-0.006293,'\'(4.8-5.4]\''
-0.00751,-0.013309,-0.015564,-0.001316,-0.008684,-0.001453,0.025433,'\'(5.4-6]\''
0.001034,-0.014519,-0.023773,0.004008,0.00115,0.004214,0.028821,'\'(5.4-6]\''
0.006222,-0.008024,-0.011454,0.00209,-0.000436,-0.001976,0.0229,'\'(5.4-6]\''
-0.003584,0.002135,-0.01255,0.005431,-0.005244,-0.011435,-0.016762,'\'(5.4-6]\''
-0.004227,-0.00032,-0.007886,-0.011703,-0.0076,0.01066,-0.017067,'\'(5.4-6]\''
-0.001388,0.01402,-0.013716,0.035518,-0.002287,-0.014598,0.005087,'\'(3.6-4.2]\''
-0.003169,0.020001,-0.000548,0.003051,-0.012528,-0.001767,0.01414,'\'(6.6-7.2]\''
0.008447,-0.000105,-0.0148,0.008435,0.015218,-0.008012,-0.011303,'\'(5.4-6]\''
0.01163,-0.027928,0.004389,-0.012642,-0.017196,-0.005308,-0.002094,'\'(6.6-7.2]\''
-0.001227,-0.006793,-0.003094,-0.025837,-0.000291,-0.017537,0.006895,'\'(5.4-6]\''
0.008447,-0.000105,-0.0148,0.008435,0.015218,-0.008012,-0.011303,'\'(5.4-6]\''
-0.005827,-0.005579,-0.021979,-0.007497,-0.004975,-0.011151,0.010262,'\'(4.8-5.4]\''
-0.010031,0.011015,-0.009009,0.006705,0.034245,-0.002516,0.037101,'\'(5.4-6]\''
0.003118,-0.022259,-0.003263,-0.003322,0.016704,-0.000484,-0.024715,'\'(5.4-6]\''
0.003118,-0.022259,-0.003263,-0.003322,0.016704,-0.000484,-0.024715,'\'(5.4-6]\''
-0.000879,0.00498,0.011923,0.000305,-0.019246,-0.005624,-0.003321,'\'(6.6-7.2]\''
-0.011963,0.010084,0.014849,0.009983,-0.022156,-0.013251,-0.012899,'\'(7.8-8.4]\''
-0.011963,0.010084,0.014849,0.009983,-0.022156,-0.013251,-0.012899,'\'(7.8-8.4]\''
-0.000879,0.00498,0.011923,0.000305,-0.019246,-0.005624,-0.003321,'\'(6.6-7.2]\''
0.018901,0.009978,-0.012066,-0.007768,0.012906,0.002537,-0.033415,'\'(4.8-5.4]\''
0.01115,0.017359,-0.009657,0.007871,-0.004033,-0.009893,-0.000965,'\'(4.8-5.4]\''
0.003118,-0.022259,-0.003263,-0.003322,0.016704,-0.000484,-0.024715,'\'(5.4-6]\''
-0.014525,-0.014937,0.003843,-0.011808,0.002119,0.008536,-0.014389,'\'(4.8-5.4]\''
-0.018255,-0.011647,0.006533,-0.021629,-0.000311,-0.007838,-0.00345,'\'(4.8-5.4]\''
0.008149,-0.015656,0.008111,0.003711,0.008602,0.01344,0.013417,'\'(5.4-6]\''
-0.004932,0.00103,0.014593,0.023597,-0.011599,-0.019268,-0.003663,'\'(6.6-7.2]\''
0.008891,-0.003445,-0.000374,0.01063,0.021772,0.006733,0.001094,'\'(4.8-5.4]\''
0.025771,-0.037416,-0.020761,0.032478,-0.007827,-0.008737,0.006184,'\'(4.8-5.4]\''
0.015508,0.004185,0.018295,-0.001454,-0.004276,-0.014965,0.005094,'\'(5.4-6]\''
0.019365,-0.012394,-0.019826,0.000015,-0.008127,-0.001775,0.010661,'\'(5.4-6]\''
0.012175,-0.008734,-0.01309,0.041197,-0.013589,-0.007161,-0.00177,'\'(3.6-4.2]\''
0.016896,0.002267,-0.008373,-0.011752,-0.024706,0.006736,-0.0084,'\'(6.6-7.2]\''
0.000539,-0.006853,0.020326,-0.006319,0.021347,0.008816,-0.00113,'\'(4.8-5.4]\''
0.008449,-0.015439,0.000567,-0.013358,-0.020601,-0.007977,-0.018106,'\'(5.4-6]\''
0.012987,0.006673,-0.00131,0.000386,-0.012877,-0.027603,-0.000402,'\'(3.6-4.2]\''
-0.005117,0.003172,0.000711,-0.021289,0.000418,0.000192,-0.01781,'\'(4.8-5.4]\''
-0.005924,0.014221,-0.013775,0.060363,0.010649,-0.018779,-0.014936,'\'(3.6-4.2]\''
-0.016906,0.004015,-0.004569,0.007077,0.016909,0.018314,0.000292,'\'(5.4-6]\''
-0.017951,0.007842,0.000042,0.013264,0.013844,0.010724,0.000367,'\'(5.4-6]\''
-0.018259,-0.017609,0.003897,0.013993,0.006986,-0.007261,-0.001352,'\'(4.8-5.4]\''
-0.009937,-0.000984,0.000826,-0.009787,0.020653,-0.004934,-0.026706,'\'(4.8-5.4]\''
-0.012435,-0.012015,0.013251,-0.009549,0.003645,0.013769,-0.009946,'\'(5.4-6]\''
-0.017625,-0.006814,0.00062,-0.001417,0.004737,0.013942,-0.017781,'\'(4.8-5.4]\''
-0.018173,-0.004834,0.004173,0.000476,0.004296,0.011294,-0.017743,'\'(4.8-5.4]\''
-0.016183,-0.001092,-0.002881,-0.003026,0.005202,0.008417,-0.004788,'\'(5.4-6]\''
-0.012564,0.015524,0.008072,0.000406,0.002115,-0.011036,-0.007674,'\'(4.8-5.4]\''
-0.007984,0.009462,0.012881,0.025127,-0.022351,-0.012167,0.010186,'\'(7.8-8.4]\''
-0.014601,-0.007394,0.003606,0.006377,0.013787,0.013717,-0.016238,'\'(3.6-4.2]\''
-0.01531,-0.009964,0.003475,0.005756,0.014683,0.012492,-0.014126,'\'(5.4-6]\''
-0.009937,-0.000984,0.000826,-0.009787,0.020653,-0.004934,-0.026706,'\'(4.8-5.4]\''
0.01033,-0.004546,0.000735,0.000032,-0.004349,-0.009306,-0.017537,'\'(5.4-6]\''
0.004582,-0.002937,-0.022307,-0.014834,-0.002346,0.009527,0.005007,'\'(4.8-5.4]\''
0.000877,-0.017135,-0.003918,-0.027638,0.031333,-0.062722,-0.008428,'\'(4.8-5.4]\''
0.001216,-0.016222,-0.004171,-0.027099,0.028875,-0.064072,-0.009269,'\'(5.4-6]\''
0.003012,-0.017494,-0.003516,-0.027374,0.029801,-0.062557,-0.011047,'\'(4.8-5.4]\''
-0.007755,-0.016108,0.0039,0.003211,0.011253,0.014061,-0.013379,'\'(4.8-5.4]\''
-0.011748,-0.017921,0.005067,0.005292,0.012388,0.009498,-0.012337,'\'(4.8-5.4]\''
-0.007755,-0.016108,0.0039,0.003211,0.011253,0.014061,-0.013379,'\'(4.8-5.4]\''
-0.012055,-0.014062,0.008098,-0.008585,0.009361,0.0092,-0.014004,'\'(4.8-5.4]\''
-0.011748,-0.017921,0.005067,0.005292,0.012388,0.009498,-0.012337,'\'(4.8-5.4]\''
-0.010856,-0.013533,0.01701,0.024375,-0.006391,0.008808,-0.015614,'\'(4.8-5.4]\''
-0.002127,-0.002681,0.012915,-0.017759,-0.014379,0.00529,0.003002,'\'(5.4-6]\''
-0.007768,0.017094,-0.013665,-0.000203,-0.001681,-0.004439,-0.001539,'\'(3.6-4.2]\''
-0.002247,0.005401,-0.020581,-0.010729,0.000755,0.005297,-0.017025,'\'(4.8-5.4]\''
0.005034,-0.008263,-0.019545,-0.013893,0.000812,0.002307,-0.00337,'\'(4.8-5.4]\''
0.024309,-0.013784,-0.020208,0.023816,-0.012975,-0.018298,0.03223,'\'(3.6-4.2]\''
-0.02098,0.031917,-0.002814,0.038598,0.005651,-0.01247,0.03113,'\'(4.8-5.4]\''
-0.017361,0.015727,-0.004345,0.034616,0.016776,0.022461,0.003508,'\'(5.4-6]\''
0.008629,0.019557,-0.018484,-0.007016,-0.00545,0.001161,-0.014017,'\'(4.8-5.4]\''
-0.004786,0.006752,-0.006232,-0.00931,-0.005985,0.005319,0.018348,'\'(6.6-7.2]\''
0.005034,-0.008263,-0.019545,-0.013893,0.000812,0.002307,-0.00337,'\'(4.8-5.4]\''
0.010792,-0.004973,-0.020436,-0.018722,-0.005708,0.013169,0.00811,'\'(5.4-6]\''
-0.005355,0.008346,-0.005704,-0.001615,-0.011148,-0.000312,0.002644,'\'(6.6-7.2]\''
-0.008597,0.009777,-0.000205,-0.014115,-0.001481,-0.002828,-0.012417,'\'(4.8-5.4]\''
0.010844,-0.01513,0.010853,-0.002211,-0.008556,-0.006616,-0.012161,'\'(4.8-5.4]\''
-0.008597,0.009777,-0.000205,-0.014115,-0.001481,-0.002828,-0.012417,'\'(4.8-5.4]\''
-0.014451,0.009303,0.009021,-0.021676,0.001941,-0.000483,-0.018019,'\'(4.8-5.4]\''
0.013295,-0.01672,0.008069,-0.00585,-0.0082,-0.00359,-0.012243,'\'(4.8-5.4]\''
0.010844,-0.01513,0.010853,-0.002211,-0.008556,-0.006616,-0.012161,'\'(4.8-5.4]\''
-0.012891,0.002419,0.017242,0.047908,0.01907,-0.022381,-0.005556,'\'(5.4-6]\''
-0.005355,0.008346,-0.005704,-0.001615,-0.011148,-0.000312,0.002644,'\'(6.6-7.2]\''
0.006331,0.000168,-0.022429,-0.002336,-0.005597,0.018657,0.005259,'\'(5.4-6]\''
-0.009099,0.014254,0.005543,0.025509,-0.00643,-0.000767,0.009926,'\'(5.4-6]\''
0.00332,-0.007516,-0.018852,-0.016692,-0.003488,0.00903,-0.003743,'\'(4.8-5.4]\''
0.006338,-0.005641,-0.005492,-0.007689,-0.006532,0.035088,0.004631,'\'(5.4-6]\''
-0.009482,-0.02822,0.012401,0.001415,0.001835,0.032163,-0.015875,'\'(5.4-6]\''
0.006338,-0.005641,-0.005492,-0.007689,-0.006532,0.035088,0.004631,'\'(5.4-6]\''
0.00332,-0.007516,-0.018852,-0.016692,-0.003488,0.00903,-0.003743,'\'(4.8-5.4]\''
-0.009894,0.003291,0.003944,0.036731,0.004411,-0.008903,0.007743,'\'(3.6-4.2]\''
0.014908,-0.012555,0.009645,-0.000118,-0.001721,0.017815,0.020053,'\'(5.4-6]\''
0.008015,-0.015104,0.012246,-0.002491,-0.002246,0.016593,0.016709,'\'(5.4-6]\''
-0.005268,-0.02187,-0.005533,-0.01029,0.00607,0.00609,-0.014424,'\'(5.4-6]\''
-0.005268,-0.02187,-0.005533,-0.01029,0.00607,0.00609,-0.014424,'\'(5.4-6]\''
-0.005268,-0.02187,-0.005533,-0.01029,0.00607,0.00609,-0.014424,'\'(5.4-6]\''
-0.005268,-0.02187,-0.005533,-0.01029,0.00607,0.00609,-0.014424,'\'(5.4-6]\''
-0.0145,-0.011223,0.011504,0.020302,-0.011058,0.009822,-0.011086,'\'(5.4-6]\''
0.007232,0.004088,-0.018084,-0.006531,-0.029682,-0.002608,0.0095,'\'(6.6-7.2]\''
-0.007432,0.006289,0.001821,-0.008457,0.00844,0.031864,0.004507,'\'(5.4-6]\''
-0.007902,-0.02038,0.001551,0.002819,0.007758,0.011974,-0.005586,'\'(4.8-5.4]\''
-0.006348,-0.007888,-0.010144,0.01001,0.001548,-0.004079,0.013179,'\'(4.8-5.4]\''
0.004817,-0.013239,-0.021462,0.003882,-0.018009,0.006376,-0.001902,'\'(6.6-7.2]\''
-0.01931,-0.018061,-0.001746,0.000781,-0.006189,0.022051,0.003749,'\'(5.4-6]\''
-0.006231,0.008433,-0.022108,0.010879,-0.005045,-0.006003,-0.008026,'\'(4.8-5.4]\''
0.013583,0.005186,0.024415,0.008732,0.009407,0.062249,-0.004079,'\'(5.4-6]\''
0.000658,-0.003443,0.015724,0.002199,-0.002364,0.013967,0.003242,'\'(6.6-7.2]\''
0.008984,0.012328,-0.022607,0.001309,-0.007568,0.00615,-0.010194,'\'(6.6-7.2]\''
0.008254,0.016116,-0.021349,0.000014,-0.005663,0.006529,-0.012011,'\'(6.6-7.2]\''
0.001777,0.015867,0.003611,0.011331,0.001618,0.005573,-0.002618,'\'(4.8-5.4]\''
0.006219,0.026866,0.022883,-0.018,0.006171,0.032839,0.022578,'\'(3.6-4.2]\''
