@relation winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R12-precision6-weka.filters.unsupervised.attribute.Remove-R12_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A7-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
-0.020893,0.014942,-0.008776,0.022034,-0.013426,0.001243,-0.001441,'\'(5.4-6]\''
-0.020893,0.017028,0.011137,0.001062,-0.004452,0.001827,-0.026592,'\'(5.4-6]\''
-0.014933,-0.002527,0.005356,-0.018105,0.015479,0.010993,-0.002107,'\'(5.4-6]\''
-0.0013,-0.000345,-0.003858,0.00525,0.001722,0.000977,0.024578,'\'(4.8-5.4]\''
-0.002594,-0.001719,0.001201,0.009068,0.004315,-0.001677,-0.004454,'\'(6.6-7.2]\''
0.004195,-0.018234,-0.002835,-0.01653,0.003442,0.002352,-0.022893,'\'(6.6-7.2]\''
0.003911,-0.017918,-0.002536,-0.01557,0.002293,0.000488,-0.023107,'\'(5.4-6]\''
-0.004339,0.012176,-0.012108,0.015143,-0.023563,0.006316,-0.003266,'\'(4.8-5.4]\''
-0.002594,-0.001719,0.001201,0.009068,0.004315,-0.001677,-0.004454,'\'(6.6-7.2]\''
0.016511,-0.009892,-0.000243,-0.001424,0.020935,-0.000749,0.002658,'\'(4.8-5.4]\''
0.002898,0.009935,0.007163,0.009063,0.005783,-0.00586,0.002661,'\'(4.8-5.4]\''
-0.002355,0.009572,-0.005073,-0.001396,0.020648,0.003837,0.011736,'\'(4.8-5.4]\''
0.009489,0.003788,0.011024,0.006765,0.000611,-0.004672,0.003059,'\'(4.8-5.4]\''
-0.027968,-0.010561,0.004817,-0.005969,0.000804,0.011892,0.016363,'\'(5.4-6]\''
0.000564,-0.023296,0.005218,-0.000874,0.010053,0.033063,-0.012721,'\'(4.8-5.4]\''
-0.005687,0.001872,-0.004497,-0.014877,-0.006511,0.012078,-0.002447,'\'(6.6-7.2]\''
-0.00579,-0.022908,0.000715,0.002767,-0.015542,0.008297,0.010434,'\'(5.4-6]\''
-0.00185,0.002628,-0.01368,0.004878,-0.009966,0.021858,-0.003725,'\'(4.8-5.4]\''
0.000564,-0.023296,0.005218,-0.000874,0.010053,0.033063,-0.012721,'\'(4.8-5.4]\''
-0.011393,-0.006462,0.014457,-0.01085,-0.008797,0.018603,0.012639,'\'(5.4-6]\''
-0.013339,-0.008711,0.010968,0.001922,-0.015799,0.027131,0.018929,'\'(5.4-6]\''
-0.010713,-0.009436,0.006615,-0.007377,-0.018307,0.009618,0.010746,'\'(5.4-6]\''
-0.011923,0.006247,-0.013346,-0.020909,0.009468,0.003279,-0.006958,'\'(5.4-6]\''
-0.020279,0.01845,-0.011236,-0.006637,0.01669,-0.001397,-0.015954,'\'(5.4-6]\''
0.01549,0.010807,-0.018793,0.02819,-0.005267,0.025898,0.029336,'\'(3.6-4.2]\''
0.014504,-0.007616,-0.002064,-0.001985,-0.021087,0.002348,-0.000211,'\'(6.6-7.2]\''
-0.011357,0.013082,-0.015853,0.000671,0.003362,0.008998,0.000648,'\'(5.4-6]\''
-0.023863,-0.004972,0.02185,0.003147,0.003705,-0.015841,0.006818,'\'(6.6-7.2]\''
-0.009171,-0.006669,0.020285,0.006423,0.012749,0.013655,-0.011021,'\'(5.4-6]\''
-0.011357,0.013082,-0.015853,0.000671,0.003362,0.008998,0.000648,'\'(5.4-6]\''
-0.015381,0.003495,0.007428,-0.011959,-0.001196,0.021079,-0.001215,'\'(4.8-5.4]\''
0.026133,-0.010209,0.005099,-0.006279,-0.025026,0.028037,0.010192,'\'(5.4-6]\''
-0.005434,0.008903,0.012853,-0.000434,0.014035,-0.007121,-0.002612,'\'(5.4-6]\''
-0.005434,0.008903,0.012853,-0.000434,0.014035,-0.007121,-0.002612,'\'(5.4-6]\''
-0.003159,0.001182,-0.006474,-0.006126,0.002825,-0.015429,-0.000199,'\'(6.6-7.2]\''
0.0034,0.017196,-0.018117,0.000963,0.014538,-0.014545,0.010667,'\'(7.8-8.4]\''
0.0034,0.017196,-0.018117,0.000963,0.014538,-0.014545,0.010667,'\'(7.8-8.4]\''
-0.003159,0.001182,-0.006474,-0.006126,0.002825,-0.015429,-0.000199,'\'(6.6-7.2]\''
-0.003462,-0.002312,-0.006975,0.00422,0.001643,-0.002708,-0.031034,'\'(4.8-5.4]\''
0.001503,0.00322,-0.013197,0.012298,-0.012167,0.007463,-0.001034,'\'(4.8-5.4]\''
-0.005434,0.008903,0.012853,-0.000434,0.014035,-0.007121,-0.002612,'\'(5.4-6]\''
0.001539,0.007103,0.015305,-0.002324,0.018332,-0.005147,-0.003777,'\'(4.8-5.4]\''
0.002253,0.002058,0.021628,0.000365,0.022939,0.00345,-0.004923,'\'(4.8-5.4]\''
-0.00104,-0.020394,0.010248,0.006236,0.001715,0.001281,0.006824,'\'(5.4-6]\''
0.008924,-0.000281,-0.011102,-0.010745,0.00071,-0.015593,0.021966,'\'(6.6-7.2]\''
0.004797,0.002174,-0.004915,0.009608,-0.005917,0.001252,0.008062,'\'(4.8-5.4]\''
-0.022097,-0.021828,0.012079,0.011613,-0.016364,0.008043,0.042699,'\'(4.8-5.4]\''
0.005359,-0.0145,0.007544,-0.011257,-0.009828,-0.019739,-0.011349,'\'(5.4-6]\''
-0.02496,-0.005474,0.006637,-0.001891,-0.018653,0.00623,0.004157,'\'(5.4-6]\''
-0.004908,-0.009758,-0.011156,-0.008774,-0.016565,0.000109,0.028134,'\'(3.6-4.2]\''
-0.020216,-0.003895,0.001219,0.003652,-0.008653,-0.008572,-0.015862,'\'(6.6-7.2]\''
0.020147,-0.002184,0.015096,0.010257,-0.005077,-0.018603,0.003913,'\'(4.8-5.4]\''
-0.0233,-0.001157,0.009632,-0.002506,0.01216,-0.014723,-0.007098,'\'(5.4-6]\''
-0.001604,-0.01413,0.004456,-0.009059,-0.013407,-0.005926,-0.004544,'\'(3.6-4.2]\''
-0.001451,0.013539,0.004629,0.01313,0.016791,-0.000798,-0.016716,'\'(4.8-5.4]\''
0.018761,0.020923,-0.041709,0.010681,0.006362,0.021239,0.035744,'\'(3.6-4.2]\''
0.01293,0.007536,-0.006877,-0.01184,0.003343,0.009545,-0.002147,'\'(5.4-6]\''
0.017897,0.002611,-0.010657,-0.009231,0.008023,0.011196,0.001441,'\'(5.4-6]\''
-0.006409,0.014482,-0.008324,-0.00417,0.032337,0.010159,0.021289,'\'(4.8-5.4]\''
0.015764,0.004136,0.008138,0.005736,0.015656,-0.000462,-0.009275,'\'(4.8-5.4]\''
0.009498,-0.003921,0.016018,-0.001139,0.017375,-0.008821,-0.00584,'\'(5.4-6]\''
0.009475,-0.012233,0.007737,-0.021334,0.020712,0.001764,-0.015192,'\'(4.8-5.4]\''
0.011989,-0.015159,0.005795,-0.020309,0.024256,0.002091,-0.014965,'\'(4.8-5.4]\''
0.008167,-0.001709,0.004573,-0.013661,0.007253,0.004905,-0.006001,'\'(5.4-6]\''
0.008119,0.006354,-0.016373,-0.009052,0.013718,-0.000719,-0.005968,'\'(4.8-5.4]\''
0.023229,-0.020273,-0.000148,-0.010489,-0.010652,-0.006126,0.01717,'\'(7.8-8.4]\''
0.004237,0.009752,-0.007804,-0.006383,0.022405,-0.000489,0.000666,'\'(3.6-4.2]\''
0.005194,0.011165,-0.003505,-0.006502,0.020935,-0.000351,0.002335,'\'(5.4-6]\''
0.015764,0.004136,0.008138,0.005736,0.015656,-0.000462,-0.009275,'\'(4.8-5.4]\''
-0.007339,0.002265,0.000104,-0.004292,-0.001474,-0.01572,-0.002909,'\'(5.4-6]\''
-0.016225,0.014433,0.007588,0.009052,-0.01052,0.013187,-0.006989,'\'(4.8-5.4]\''
0.015697,0.048134,0.057732,0.000244,0.008049,0.005565,-0.023448,'\'(4.8-5.4]\''
0.014305,0.04582,0.055926,0.000686,0.010342,0.006869,-0.023905,'\'(5.4-6]\''
0.012629,0.047178,0.055214,0.001268,0.01031,0.004327,-0.024024,'\'(4.8-5.4]\''
-0.005135,0.013511,-0.003002,0.001475,0.021317,-0.003609,0.00553,'\'(4.8-5.4]\''
0.0048,0.010804,0.005135,0.006613,0.01779,-0.002817,0.01357,'\'(4.8-5.4]\''
-0.005135,0.013511,-0.003002,0.001475,0.021317,-0.003609,0.00553,'\'(4.8-5.4]\''
0.007027,0.011363,0.012948,0.007966,0.014251,-0.008837,0.003995,'\'(4.8-5.4]\''
0.0048,0.010804,0.005135,0.006613,0.01779,-0.002817,0.01357,'\'(4.8-5.4]\''
0.019774,-0.007714,0.005093,0.006471,0.01789,-0.010887,0.018809,'\'(4.8-5.4]\''
0.008,-0.006125,0.022269,0.005556,-0.011522,-0.018944,-0.00165,'\'(5.4-6]\''
0.003986,0.008076,-0.009029,-0.006587,-0.000986,0.015385,-0.011966,'\'(3.6-4.2]\''
-0.006641,-0.000426,-0.001196,0.000605,0.008809,0.016471,-0.020269,'\'(4.8-5.4]\''
-0.021362,0.012296,0.003218,0.012466,0.002435,0.012772,-0.002569,'\'(4.8-5.4]\''
-0.005436,-0.062673,0.021486,0.001699,-0.0161,0.035976,0.013098,'\'(3.6-4.2]\''
0.042325,-0.016509,-0.01934,-0.001323,-0.012731,0.034973,0.022738,'\'(4.8-5.4]\''
0.027784,0.001561,-0.022963,-0.018549,-0.006748,0.011619,0.006882,'\'(5.4-6]\''
-0.005615,0.015793,-0.013975,0.014256,-0.015643,0.002384,-0.009815,'\'(4.8-5.4]\''
-0.003001,-0.004831,0.00284,-0.009375,-0.010027,0.009286,-0.00677,'\'(6.6-7.2]\''
-0.021362,0.012296,0.003218,0.012466,0.002435,0.012772,-0.002569,'\'(4.8-5.4]\''
-0.022748,0.015472,0.007518,0.018595,-0.012858,0.009963,-0.004578,'\'(5.4-6]\''
-0.008062,0.005272,-0.011634,-0.004042,0.00136,0.005329,-0.000963,'\'(6.6-7.2]\''
-0.002739,0.012076,-0.008274,0.012572,0.021353,0.00753,-0.011899,'\'(4.8-5.4]\''
-0.01829,-0.008717,-0.000708,0.000851,0.017387,-0.014333,0.001416,'\'(4.8-5.4]\''
-0.002739,0.012076,-0.008274,0.012572,0.021353,0.00753,-0.011899,'\'(4.8-5.4]\''
0.011767,0.011871,0.004028,0.017573,0.020184,-0.002109,-0.013257,'\'(4.8-5.4]\''
-0.022329,-0.006097,0.000782,0.001506,0.014195,-0.0154,-0.000325,'\'(4.8-5.4]\''
-0.01829,-0.008717,-0.000708,0.000851,0.017387,-0.014333,0.001416,'\'(4.8-5.4]\''
0.039844,-0.002294,-0.012744,0.008188,0.016281,0.006748,0.033605,'\'(5.4-6]\''
-0.008062,0.005272,-0.011634,-0.004042,0.00136,0.005329,-0.000963,'\'(6.6-7.2]\''
-0.022714,0.010045,-0.010985,0.011117,-0.001879,0.018645,-0.003017,'\'(5.4-6]\''
0.018267,-0.003138,-0.015957,0.005679,0.00109,0.010012,0.015246,'\'(5.4-6]\''
-0.005678,0.003104,0.019771,0.025508,-0.006017,0.012895,-0.002268,'\'(4.8-5.4]\''
-0.015462,0.006254,-0.000493,0.007931,-0.003802,-0.001271,-0.007921,'\'(5.4-6]\''
-0.007038,0.001674,0.006496,-0.00284,0.025517,-0.015195,0.00526,'\'(5.4-6]\''
-0.015462,0.006254,-0.000493,0.007931,-0.003802,-0.001271,-0.007921,'\'(5.4-6]\''
-0.005678,0.003104,0.019771,0.025508,-0.006017,0.012895,-0.002268,'\'(4.8-5.4]\''
0.028741,0.009696,-0.007369,0.030801,0.000446,0.014686,0.039978,'\'(3.6-4.2]\''
-0.008702,-0.022346,0.006536,0.022144,0.001326,0.003121,0.008378,'\'(5.4-6]\''
-0.009351,-0.021067,0.006818,0.017522,0.011203,0.003155,0.007298,'\'(5.4-6]\''
-0.005042,0.00961,0.019927,0.004239,0.011242,-0.001511,0.000467,'\'(5.4-6]\''
-0.005042,0.00961,0.019927,0.004239,0.011242,-0.001511,0.000467,'\'(5.4-6]\''
-0.005042,0.00961,0.019927,0.004239,0.011242,-0.001511,0.000467,'\'(5.4-6]\''
-0.005042,0.00961,0.019927,0.004239,0.011242,-0.001511,0.000467,'\'(5.4-6]\''
0.018273,-0.007551,0.006853,0.007306,0.015423,-0.004595,0.018379,'\'(5.4-6]\''
-0.016842,-0.02204,0.006475,-0.005607,-0.00529,0.017102,-0.013799,'\'(6.6-7.2]\''
0.018211,0.011186,0.007143,0.019376,-0.01746,-0.004774,0.001916,'\'(5.4-6]\''
0.001245,0.010433,0.010278,0.015804,0.011639,0.000246,0.017584,'\'(4.8-5.4]\''
0.000483,0.000794,0.003276,0.002324,-0.009795,0.011499,0.02403,'\'(4.8-5.4]\''
-0.023459,0.002623,0.001847,-0.012276,-0.01364,-0.000091,0.008076,'\'(6.6-7.2]\''
-0.004982,0.003697,0.009147,-0.013664,0.014549,0.004599,0.004678,'\'(5.4-6]\''
0.007156,-0.015289,-0.001603,0.001352,0.006675,0.029381,-0.005172,'\'(4.8-5.4]\''
0.008036,-0.008227,-0.016339,-0.013353,-0.016851,-0.03894,-0.01711,'\'(5.4-6]\''
0.000104,-0.001698,-0.003024,-0.018475,-0.010609,-0.026017,0.002521,'\'(6.6-7.2]\''
-0.0173,0.015445,-0.020336,-0.002659,-0.014406,0.002885,-0.007357,'\'(6.6-7.2]\''
-0.015867,0.016538,-0.02361,-0.003341,-0.013164,0.002218,-0.010704,'\'(6.6-7.2]\''
0.01336,0.008057,-0.016335,0.024311,-0.006469,-0.00034,0.010433,'\'(4.8-5.4]\''
0.014332,-0.007618,-0.008608,0.023969,-0.004712,-0.002344,-0.023748,'\'(3.6-4.2]\''
0.000711,0.018605,0.039593,0.012865,-0.00594,-0.023405,0.031369,'\'(-inf-3.6]\''
0.007156,-0.015289,-0.001603,0.001352,0.006675,0.029381,-0.005172,'\'(4.8-5.4]\''
-0.011261,-0.008076,-0.01013,0.007918,-0.032669,-0.007489,-0.018983,'\'(-inf-3.6]\''
